#Name;Name mit Ort;Nummer;Globale ID;GKZ;Gemeinde;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
Seeger;Döffingen Seeger;4771;de:08115:4771;08115054;Grafenau;Döffingen;BB;4;"Bus;Nachtbus;Ruftaxi";749,766,768A,N75,RT766;31749_,31766_,31768a,34075_,50766_;5;31,34,50;8,907239046;48,71366537
Würmstraße;Altdorf Würmstraße;4772;de:08115:4772;08115002;Altdorf;Altdorf (BB);BB;4;"Bus;Ruftaxi";752,RT46;31752_,51046_;2;31,51;8,988721285;48,63008915
Kreuzstraße;Dätzingen Kreuzstraße;4773;de:08115:4773;08115054;Grafenau;Dätzingen;BB;4;"Bus;Ruftaxi";670,749,766,RT670,RT766;31670_,31749_,31766_,50670_,50766_;5;31,5;8,893929856;48,71644162
Lehenweiler Abzweig;Aidlingen Lehenweiler Abzw.;4774;de:08115:4774;08115001;Aidlingen;Aidlingen;BB;4;"Bus;Nachtbus";766,768,768A,N75;31766_,31768_,31768a,34075_;4;31,34;8,895873416;48,6964441
Lehenweiler;Aidlingen Lehenweiler;4775;de:08115:4775;08115001;Aidlingen;Aidlingen;BB;4;"Bus;Ruftaxi";763A,768,768A,RT763;31763a,31768_,31768a,50763_;4;31,5;8,888096181;48,69967415
Schafhauser Straße;Aidlingen Schafhauser Str.;4776;de:08115:4776;08115001;Aidlingen;Aidlingen;BB;4;"Bus;Nachtbus";763A,768,768A,N75;31763a,31768_,31768a,34075_;4;31,34;8,904038244;48,68164948
Rathaus;Aidlingen Rathaus;4777;de:08115:4777;08115001;Aidlingen;Aidlingen;BB;4;"Bus;Nachtbus;Ruftaxi";743,744,763,763A,764,768,768A,N75,RT763;31743_,31744_,31763_,31763a,31764_,31768_,31768a,34075_,50763_;9;31,34,50;8,898883777;48,67864159
Hermann-Hesse-Straße;Aidlingen Hermann-Hesse-Str.;4778;de:08115:4778;08115001;Aidlingen;Aidlingen;BB;4;"Bus;Nachtbus;Ruftaxi";743,744,763,763A,764,768,768A,N75,RT763;31743_,31744_,31763_,31763a,31764_,31768_,31768a,34075_,50763_;9;31,34,50;8,886677151;48,67810873
Aidlinger Straße;Deufringen Aidlinger Str.;4779;de:08115:4779;08115001;Aidlingen;Deufringen;BB;4;"Bus;Nachtbus;Ruftaxi";743,744,763,763A,764,N75,RT763;31743_,31744_,31763_,31763a,31764_,34075_,50763_;7;31,34,50;8,871658043;48,67831787
Rathaus;Deufringen Rathaus;4780;de:08115:4780;08115001;Aidlingen;Deufringen;BB;4;"Bus;Nachtbus;Ruftaxi";743,763,763A,N75,RT763;31743_,31763_,31763a,34075_,50763_;5;31,34,50;8,867413931;48,68114573
Röte;Weil im Schönbuch Röte;4781;de:08115:4781;08115051;Weil im Schönbuch;Weil im Schönbuch;BB;4,5;"Bus;R-Bahn";RB46,761,761A;12046_,31761_,31761a;3;12,31;9,049963875;48,62086113
Mittlere Mühle;Holzgerlingen Mittlere Mühle;4785;de:08115:4785;08115024;Holzgerlingen;Holzgerlingen;BB;4;"Bus;Ruftaxi";756,757,RT46;31756_,31757_,51046_;3;31,51;9,027417579;48,63953746
Buch;Holzgerlingen Buch;4786;de:08115:4786;08115024;Holzgerlingen;Holzgerlingen;BB;4;R-Bahn;RB46;12046_;1;12;9,024670283;48,62673264
Bühlenstraße;Holzgerlingen Bühlenstr.;4787;de:08115:4787;08115024;Holzgerlingen;Holzgerlingen;BB;4;Bus;756,757;31756_,31757_;2;31;9,026457178;48,64512208
Rathaus;Breitenstein Rathaus;4788;de:08115:4788;08115051;Weil im Schönbuch;Breitenstein;BB;4,5;"Bus;Nachtbus;Ruftaxi";756,757,760A,761,761A,N74,RT46;31756_,31757_,31760a,31761_,31761a,34074_,51046_;7;31,34,51;9,04803567;48,63275019
Abzweig;Neuweiler Abzw.;4789;de:08115:4789;08115051;Weil im Schönbuch;Neuweiler;BB;4,5;"Bus;Nachtbus;Ruftaxi";756,760A,761,761A,N74,RT46;31756_,31760a,31761_,31761a,34074_,51046_;6;31,34,51;9,054090556;48,63645242
See;Weil i. S. See;4790;de:08115:4790;08115051;Weil im Schönbuch;Weil im Schönbuch;BB;4,5;"Bus;Nachtbus;Ruftaxi";756,760A,761,761A,N74,RT46;31756_,31760a,31761_,31761a,34074_,51046_;6;31,34,51;9,061429185;48,62402992
Holzgerlinger Straße;Altdorf Holzgerlinger Str.;4793;de:08115:4793;08115002;Altdorf;Altdorf (BB);BB;4;"Bus;Nachtbus";751,752,N74;31751_,31752_,34074_;3;31,34;8,997566414;48,63263454
Friedhof;Altdorf Friedhof;4794;de:08115:4794;08115002;Altdorf;Altdorf (BB);BB;4;"Bus;Nachtbus;Ruftaxi";751,752,N74,RT46;31751_,31752_,34074_,51046_;4;31,34,51;8,994907476;48,63051221
Bachstraße;Altdorf Bachstraße;4795;de:08115:4795;08115002;Altdorf;Altdorf (BB);BB;4;"Bus;Ruftaxi";751,752,RT46;31751_,31752_,51046_;3;31,51;8,994080012;48,62969385
Theodor-Heuss-Straße;Hildrizhausen Th.-Heuss-Str.;4796;de:08115:4796;08115022;Hildrizhausen;Hildrizhausen;BB;4;"Bus;Nachtbus;Ruftaxi";751,752,N74,RT46;31751_,31752_,34074_,51046_;4;31,34,51;8,978507234;48,62677847
Altdorfer Straße;Hildrizhausen Altdorfer Str.;4797;de:08115:4797;08115022;Hildrizhausen;Hildrizhausen;BB;4;"Bus;Ruftaxi";751,752,RT46;31751_,31752_,51046_;3;31,51;8,971684561;48,62545512
Altes Rathaus;Hildrizhausen Altes Rathaus;4798;de:08115:4798;08115022;Hildrizhausen;Hildrizhausen;BB;4;"Bus;Ruftaxi";751,752,RT46;31751_,31752_,51046_;3;31,51;8,966353685;48,62516595
Waldfriedhof;Herrenberg Waldfriedhof;4800;de:08115:4800;08115021;Herrenberg;Herrenberg;BB;5;Bus;751,752;31751_,31752_;2;31;8,903672797;48,60213676
Seniorenzentrum;Herrenberg Seniorenzentrum;4801;de:08115:4801;08115021;Herrenberg;Herrenberg;BB;5;"Bus;Ruftaxi";751,RT782;31751_,50782_;2;31,5;8,87871317;48,59554867
Hindenburgstraße;Herrenberg Hindenburgstr.;4802;de:08115:4802;08115021;Herrenberg;Herrenberg;BB;5;"Bus;Nachtbus;Ruftaxi";751,782,791,794,N80,RT782,RT794;31751_,31782_,31791_,31794_,34080_,50782_,50794_;7;31,34,50;8,868587711;48,59490812
IKEA;Sindelfingen IKEA;4803;de:08115:4803;08115045;Sindelfingen;Sindelfingen;BB;3;Bus;631,705;31631_,31705_;2;31;9,004967915;48,70086983
Kelterweg;Schönaich Kelterweg;4804;de:08115:4804;08115044;Schönaich;Schönaich;BB;4;Bus;760,760A,761,761A;31760_,31760a,31761_,31761a;4;31;9,051326053;48,66617413
Elsenhalde;Schönaich Elsenhalde;4805;de:08115:4805;08115044;Schönaich;Schönaich;BB;4;Bus;734,760,760A,761,761A;31734_,31760_,31760a,31761_,31761a;5;31;9,059038529;48,66729447
Bahnhofstraße;Schönaich Bahnhofstraße;4806;de:08115:4806;08115044;Schönaich;Schönaich;BB;4;Bus;734,760,760A,761,761A;31734_,31760_,31760a,31761_,31761a;5;31;9,059343724;48,66134124
Eiche;Schönaich Eiche;4808;de:08115:4808;08115044;Schönaich;Schönaich;BB;4;"Bus;Nachtbus";734,757,760,760A,761,761A,N74;31734_,31757_,31760_,31760a,31761_,31761a,34074_;7;31,34;9,05874115;48,65683628
Steinbass;Schönaich Steinbass;4811;de:08115:4811;08115044;Schönaich;Schönaich;BB;4;Bus;734,760,760A,X16,X76;31734_,31760_,31760a,31X16_,31X76_;5;31;9,070231362;48,66187461
Roter Berg;Schönaich Roter Berg;4812;de:08115:4812;08115044;Schönaich;Schönaich;BB;4;Bus;760,760A,X16,X76;31760_,31760a,31X16_,31X76_;4;31;9,084680645;48,66523703
Sulzbachtal;Schönaich Sulzbachtal;4813;de:08115:4813;08115044;Schönaich;Schönaich;BB;4;Bus;760,760A,X16,X76;31760_,31760a,31X16_,31X76_;4;31;9,099896916;48,66417263
Lessingstraße;Schönaich Lessingstraße;4814;de:08115:4814;08115044;Schönaich;Schönaich;BB;4;Bus;734,760,760A;31734_,31760_,31760a;3;31;9,067076842;48,65801871
Zehntscheuer;Schönaich Zehntscheuer;4816;de:08115:4816;08115044;Schönaich;Schönaich;BB;4;Bus;757,760A,761,761A;31757_,31760a,31761_,31761a;4;31;9,064060313;48,65555648
Bühläcker;Schönaich Bühläcker;4817;de:08115:4817;08115044;Schönaich;Schönaich;BB;4;Bus;757,760A,761,761A;31757_,31760a,31761_,31761a;4;31;9,065100922;48,65207577
Hennersdorfer Straße;Neuweiler Hennersdorfer Str.;4819;de:08115:4819;08115051;Weil im Schönbuch;Neuweiler;BB;4,5;"Bus;Ruftaxi";756,757,760A,761,761A,RT46;31756_,31757_,31760a,31761_,31761a,51046_;6;31,51;9,060035879;48,63857169
Rathaus;Neuweiler Rathaus;4820;de:08115:4820;08115051;Weil im Schönbuch;Neuweiler;BB;4,5;"Bus;Ruftaxi";757,760A,761,761A,RT46;31757_,31760a,31761_,31761a,51046_;5;31,51;9,060458349;48,64010021
Beethovenstraße;Neuweiler Beethovenstr.;4821;de:08115:4821;08115051;Weil im Schönbuch;Neuweiler;BB;4,5;Bus;757,760A,761,761A;31757_,31760a,31761_,31761a;4;31;9,058981693;48,64210633
Apotheke;Ötlingen Apotheke;4822;de:08116:4822;08116033;Kirchheim unter Teck;Ötlingen;ES;5;"Bus;Ruftaxi";161,RT161;31161_,50161_;2;31,5;9,423825877;48,65668118
Bohnau;Kirchheim (T) Bohnau;4823;de:08116:4823;08116033;Kirchheim unter Teck;Kirchheim (T);ES;5;"Bus;Ruftaxi";165,RT165;31165_,50165_;2;31,5;9,467986999;48,63395652
Stadion;Schönaich Stadion;4824;de:08115:4824;08115044;Schönaich;Schönaich;BB;4;Bus;734;31734_;1;31;9,064704363;48,67079848
Neues Rathaus;Schönaich Neues Rathaus;4828;de:08115:4828;08115044;Schönaich;Schönaich;BB;4;Bus;757,760A,X16,X76;31757_,31760a,31X16_,31X76_;4;31;9,063413414;48,65919882
Schwabenstraße;Schönaich Schwabenstraße;4829;de:08115:4829;08115044;Schönaich;Schönaich;BB;4;Bus;734,760,760A,761,761A;31734_,31760_,31760a,31761_,31761a;5;31;9,056715117;48,65367193
Obere Äcker;Kayh Obere Äcker;4830;de:08115:4830;08115021;Herrenberg;Kayh;BB;5;"Bus;Nachtbus;Ruftaxi";791,794,N80,RT791;31791_,31794_,34080_,50791_;4;31,34,50;8,928088633;48,57577898
Rathaus;Kayh Rathaus;4831;de:08115:4831;08115021;Herrenberg;Kayh;BB;5;"Bus;Nachtbus;Ruftaxi";791,794,N80,RT791;31791_,31794_,34080_,50791_;4;31,34,50;8,92265305;48,57665677
Herrenberger Straße;Kayh Herrenberger Str.;4832;de:08115:4832;08115021;Herrenberg;Kayh;BB;5;"Bus;Nachtbus";791,794,N80;31791_,31794_,34080_;3;31,34;8,916311698;48,57605885
Schulstraße;Tailfingen Schulstraße;4834;de:08115:4834;08115016;Gäufelden;Tailfingen;BB;5;"Bus;Ruftaxi";794,RT794;31794_,50794_;2;31,5;8,876272287;48,55115816
Kirche;Gültstein Kirche;4835;de:08115:4835;08115021;Herrenberg;Gültstein;BB;5;"Bus;Nachtbus;Ruftaxi";794,N80,RB63E,RT794;31794_,34080_,36063e,50794_;4;31,34,36,50;8,878638776;48,57556687
Erholungsheim;Gültstein Erholungsheim;4836;de:08115:4836;08115021;Herrenberg;Gültstein;BB;5;"Bus;Nachtbus;Ruftaxi";794,N80,RT794;31794_,34080_,50794_;3;31,34,50;8,88029904;48,57837432
Kreiskrankenhaus (B28);Herrenb. Kreiskrankenh. (B28);4837;de:08115:4837;08115021;Herrenberg;Herrenberg;BB;5;"Bus;Nachtbus;Ruftaxi";791,794,N80,RB63E,RT794;31791_,31794_,34080_,36063e,50794_;5;31,34,36,50;8,877257922;48,59185115
Rathaus;Deckenpfronn Rathaus;4838;de:08115:4838;08115010;Deckenpfronn;Deckenpfronn;BB;5;"Bus;Nachtbus;Ruftaxi";759,773,N77,RT759,RT773;31759_,31773_,34077_,50759_,50773_;5;31,34,50;8,82209175;48,65181414
Tübinger Straße;Deckenpfronn Tübinger Str.;4839;de:08115:4839;08115010;Deckenpfronn;Deckenpfronn;BB;5;"Bus;Nachtbus;Ruftaxi";773,N77,RT773;31773_,34077_,50773_;3;31,34,50;8,818585142;48,64941666
Calwer Straße;Oberjesingen Calwer Str.;4840;de:08115:4840;08115021;Herrenberg;Oberjesingen;BB;5;"Bus;Nachtbus;Ruftaxi";773,N77,RT773;31773_,34077_,50773_;3;31,34,50;8,833824838;48,62487181
Zaberstraße;Oberjesingen Zaberstraße;4842;de:08115:4842;08115021;Herrenberg;Oberjesingen;BB;5;"Bus;Nachtbus;Ruftaxi";773,N77,RT773;31773_,34077_,50773_;3;31,34,50;8,836129856;48,6209813
Albrecht-Haut-Gasse;Kuppingen A.-Haut-Gasse;4844;de:08115:4844;08115021;Herrenberg;Kuppingen;BB;5;"Bus;Nachtbus;Ruftaxi";773,N77,RT773;31773_,34077_,50773_;3;31,34,50;8,842750329;48,61179104
Jennerstraße;Kuppingen Jennerstr.;4845;de:08115:4845;08115021;Herrenberg;Kuppingen;BB;5;"Bus;Nachtbus;Ruftaxi";773,775,N77,RT773,RT775;31773_,31775_,34077_,50773_,50775_;5;31,34,50;8,845861602;48,60990678
Kirche;Affstätt Kirche;4846;de:08115:4846;08115021;Herrenberg;Affstätt;BB;5;"Bus;Ruftaxi";773,RT773;31773_,50773_;2;31,5;8,858141087;48,60744053
Rathaus;Affstätt Rathaus;4847;de:08115:4847;08115021;Herrenberg;Affstätt;BB;5;"Bus;Nachtbus;Ruftaxi";773,N77,RT773;31773_,34077_,50773_;3;31,34,50;8,859335651;48,60698336
Mühlweg;Herrenberg Mühlweg;4848;de:08115:4848;08115021;Herrenberg;Herrenberg;BB;5;"Bus;Nachtbus;Ruftaxi";773,775,780,N77,RT773,RT775,RT780;31773_,31775_,31780_,34077_,50773_,50775_,50780_;7;31,34,50;8,861043163;48,59744423
Silcherstraße;Herrenberg Silcherstraße;4850;de:08115:4850;08115021;Herrenberg;Herrenberg;BB;5;"Bus;Nachtbus";780,790,N70;31780_,31790_,34070_;3;31,34;8,864354488;48,59112632
Vogt-Heß-Schule;Herrenberg Vogt-Heß-Schule;4851;de:08115:4851;08115021;Herrenberg;Herrenberg;BB;5;"Bus;Ruftaxi";773,780,RT780;31773_,31780_,50780_;3;31,5;8,855058764;48,59462218
Abzweig;Mönchberg Abzw.;4853;de:08115:4853;08115021;Herrenberg;Mönchberg;BB;5;"Bus;Nachtbus";791,N80;31791_,34080_;2;31,34;8,908852772;48,57909275
Nelkenstraße;Affstätt Nelkenstr.;4854;de:08115:4854;08115021;Herrenberg;Affstätt;BB;5;"Bus;Ruftaxi";773,RT773;31773_,50773_;2;31,5;8,859924727;48,60480786
Straßenmeisterei;Herrenberg Straßenmeisterei;4855;de:08115:4855;08115021;Herrenberg;Herrenberg;BB;5;"Bus;Nachtbus";790,N70;31790_,34070_;2;31,34;8,864604569;48,58884248
Seestraße;Schönaich Seestraße;4856;de:08115:4856;08115044;Schönaich;Schönaich;BB;4;Bus;734,760,760A,761,761A;31734_,31760_,31760a,31761_,31761a;5;31;9,056812433;48,6557042
Birkenstraße;Holzgerl. Birkenstraße;4857;de:08115:4857;08115024;Holzgerlingen;Holzgerlingen;BB;4;Bus;756,757;31756_,31757_;2;31;9,032386629;48,64392452
Sindlingen Ortsmitte;Unterjett.Sindlingen Ortsmitte;4858;de:08115:4858;08115053;Jettingen;Unterjettingen;BB;5;"Bus;Ruftaxi";774,774A,RT77;31774_,31774a,51077_;3;31,51;8,810383265;48,5707449
Evangelische Kirche;Unterjett. Ev. Kirche;4859;de:08115:4859;08115053;Jettingen;Unterjettingen;BB;5;"Bus;Nachtbus;Ruftaxi";774,774A,N70,RT77;31774_,31774a,34070_,51077_;4;31,34,51;8,781429423;48,56679988
Gemeindezentrum;Oberjett. Gemeindezentrum;4860;de:08115:4860;08115053;Jettingen;Oberjettingen;BB;5;"Bus;Nachtbus;Ruftaxi";774,774A,X77,N70,RT77;31774_,31774a,31X77_,34070_,51077_;5;31,34,51;8,778819925;48,57175889
Sindlinger Straße;Oberjettingen Sindlinger Str.;4861;de:08115:4861;08115053;Jettingen;Oberjettingen;BB;5;"Bus;Nachtbus;Ruftaxi";774,774A,N70,RT77;31774_,31774a,34070_,51077_;4;31,34,51;8,775443456;48,57535844
Rathaus;Tailfingen Rathaus;4862;de:08115:4862;08115016;Gäufelden;Tailfingen;BB;5;"Bus;Nachtbus";776,777,N70;31776_,31777_,34070_;3;31,34;8,875593494;48,55178692
Altes Rathaus;Unterjett. Altes Rathaus;4863;de:08115:4863;08115053;Jettingen;Unterjettingen;BB;5;"Bus;Nachtbus;Ruftaxi";774,774A,X77,N70,RT77;31774_,31774a,31X77_,34070_,51077_;5;31,34,51;8,783146637;48,56445602
Imental;Unterjettingen Imental;4864;de:08115:4864;08115053;Jettingen;Unterjettingen;BB;5;Bus;774A,X77;31774a,31X77_;2;31;8,767090368;48,56171794
Mötzinger Straße;Unterjettingen Mötzinger Str.;4865;de:08115:4865;08115053;Jettingen;Unterjettingen;BB;5;"Bus;Nachtbus;Ruftaxi";774A,777,N70,RT77;31774a,31777_,34070_,51077_;4;31,34,51;8,783283479;48,56095812
Weingartenstraße;Mönchberg Weingartenstr.;4867;de:08115:4867;08115021;Herrenberg;Mönchberg;BB;5;"Bus;Nachtbus";791,794,N80;31791_,31794_,34080_;3;31,34;8,911800453;48,58302483
Jettinger Straße;Kuppingen Jettinger Str.;4868;de:08115:4868;08115021;Herrenberg;Kuppingen;BB;5;"Bus;Ruftaxi";775,RT775;31775_,50775_;2;31,5;8,839090618;48,61120148
Lilienstraße;Holzgerlingen Lilienstraße;4872;de:08115:4872;08115024;Holzgerlingen;Holzgerlingen;BB;4;Bus;756,757;31756_,31757_;2;31;9,020391076;48,64471868
Stauferschule;Waiblingen Stauferschule;4874;de:08119:4874;08119079;Waiblingen;Waiblingen;WN;2;Bus;201A,204,211;31201a,31204_,31211_;3;31;9,313005868;48,82613906
Fronackerstraße;Waiblingen Fronackerstr.;4875;de:08119:4875;08119079;Waiblingen;Waiblingen;WN;2;Bus;208;31208_;1;31;9,309299399;48,8302226
Ludwigsburger Straße;Waiblingen Ludwigsburger Str.;4876;de:08119:4876;08119079;Waiblingen;Waiblingen;WN;2;Bus;208;31208_;1;31;9,306995912;48,8344012
Hegnacher Höhe;Waiblingen Hegnacher Höhe;4877;de:08119:4877;08119079;Waiblingen;Waiblingen;WN;2;"Bus;Nachtbus";204,431,N24;31204_,31431_,34024_;3;31,34;9,303192855;48,84522001
Neckarstraße;Hegnach Neckarstraße;4878;de:08119:4878;08119079;Waiblingen;Hegnach;WN;2;"Bus;Nachtbus";204,431,X43,N24;31204_,31431_,31X43_,34024_;4;31,34;9,296983981;48,85276274
Rathaus;Hegnach Rathaus;4879;de:08119:4879;08119079;Waiblingen;Hegnach;WN;2;"Bus;Nachtbus";204,431,N24;31204_,31431_,34024_;3;31,34;9,298267348;48,85775912
Germanenstraße;Holzgerl. Germanenstraße;4880;de:08115:4880;08115024;Holzgerlingen;Holzgerlingen;BB;4;"Bus;Ruftaxi";751,752,756,757,RT46;31751_,31752_,31756_,31757_,51046_;5;31,51;9,010620065;48,64266074
Stäuchle;Holzgerlingen Stäuchle;4881;de:08115:4881;08115024;Holzgerlingen;Holzgerlingen;BB;4;Bus;756,757;31756_,31757_;2;31;9,012165329;48,63600607
Hauptstraße;Hegnach Hauptstr.;4882;de:08119:4882;08119079;Waiblingen;Hegnach;WN;2;"Bus;Nachtbus";204,431,N24;31204_,31431_,34024_;3;31,34;9,295029099;48,85631971
Dorfstraße;Neckarrems Dorfstraße;4883;de:08118:4883;08118081;Remseck am Neckar;Neckarrems;LB;2;"Bus;Nachtbus";402,402A,N43;31402_,31402a,34043_;3;31,34;9,275902486;48,86981058
Neckarhalde;Neckarrems Neckarhalde;4885;de:08118:4885;08118081;Remseck am Neckar;Neckarrems;LB;2;"Bus;Nachtbus";402,402A,431,N43;31402_,31402a,31431_,34043_;4;31,34;9,279353656;48,87270674
Neckarschule;Aldingen Neckarschule;4886;de:08118:4886;08118081;Remseck am Neckar;Aldingen;LB;2;Bus;402A,403,533;31402a,31403_,31533_;3;31;9,253201108;48,86328046
Rathaus/Stadthalle;Remseck Rathaus/Stadthalle;4887;de:08118:4887;08118081;Remseck am Neckar;Neckarrems;LB;2;"Bus;Nachtbus";402,402A,431,N43;31402_,31402a,31431_,34043_;4;31,34;9,273747475;48,87206378
Schlosshof;Aldingen Schlosshof;4888;de:08118:4888;08118081;Remseck am Neckar;Aldingen;LB;2;Bus;402,402A,403,533;31402_,31402a,31403_,31533_;4;31;9,25242688;48,86380371
Wasenstraße;Neckargröningen Wasenstr.;4889;de:08118:4889;08118081;Remseck am Neckar;Neckargröningen;LB;2;Bus;402A,403,431;31402a,31403_,31431_;3;31;9,27314765;48,87455606
Lamm;Neckargröningen Lamm;4890;de:08118:4890;08118081;Remseck am Neckar;Neckargröningen;LB;2;Bus;402A,403,431;31402a,31403_,31431_;3;31;9,27465991;48,87687245
Bank;Neckargröningen Bank;4891;de:08118:4891;08118081;Remseck am Neckar;Neckargröningen;LB;2;Bus;402A,403,431;31402a,31403_,31431_;3;31;9,27099499;48,87730378
Westfalenstraße;Oßweil Westfalenstr.;4892;de:08118:4892;08118048;Ludwigsburg;Oßweil;LB;2;"Bus;Nachtbus";425,425A,431,N43;31425_,31425a,31431_,34043_;4;31,34;9,228498174;48,89164869
Comburgstraße;Ludwigsburg Comburgstr.;4893;de:08118:4893;08118048;Ludwigsburg;Ludwigsburg;LB;2;"Bus;Nachtbus";425,425A,426,431,433A,N42,N43;31425_,31425a,31426_,31431_,31433a,34042_,34043_;7;31,34;9,216647897;48,89484587
Schorndorfer Tor;Ludw. Schorndorfer Tor;4894;de:08118:4894;08118048;Ludwigsburg;Ludwigsburg;LB;2;"Bus;Nachtbus";422,422A,425,425A,426,431,433,433A,443,N42,N43;31422_,31422a,31425_,31425a,31426_,31431_,31433_,31433a,31443_,34042_,34043_;11;31,34;9,203055862;48,89603966
Hermann-Schwab-Halle;Winnenden H.-Schwab-Halle;4896;de:08119:4896;08119085;Winnenden;Winnenden;WN;3;Bus;334,335,339;31334_,31335_,31339_;3;31;9,399906208;48,87011197
Katharinenhof;Strümpf. Katharinenhof;4898;de:08119:4898;08119008;Backnang;Strümpfelbach (Backnang);WN;4,5;"Bus;Ruftaxi";390,RT390;31390_,50390_;2;31,5;9,443649586;48,97792978
Post;Oppenweiler Post;4899;de:08119:4899;08119053;Oppenweiler;Oppenweiler;WN;5;"Bus;Ruftaxi";390,391,RT390;31390_,31391_,50390_;3;31,5;9,457631648;48,98171472
Ortsmitte;Oppenweiler Ortsmitte;4901;de:08119:4901;08119053;Oppenweiler;Oppenweiler;WN;5;"Bus;Ruftaxi";390,391,RT390;31390_,31391_,50390_;3;31,5;9,459075964;48,98427172
Reichenberg;Oppenweiler Reichenberg;4902;de:08119:4902;08119053;Oppenweiler;Oppenweiler;WN;5;"Bus;Ruftaxi";390,RT390;31390_,50390_;2;31,5;9,46317616;48,99032496
Ellenweiler;Oppenweiler Ellenweiler;4903;de:08119:4903;08119053;Oppenweiler;Oppenweiler;WN;5;"Bus;Ruftaxi";390,RT390;31390_,50390_;2;31,5;9,474703102;48,99694118
Schloss Lautereck;Sulzb.(M) Schloss Lautereck;4904;de:08119:4904;08119075;Sulzbach an der Murr;Sulzbach (M);WN;5;"Bus;Ruftaxi";372,380,380A,385,386,390,RT390;31372_,31380_,31380a,31385_,31386_,31390_,50390_;7;31,5;9,497549584;49,0035349
Marktplatz;Sulzbach (M) Marktplatz;4905;de:08119:4905;08119075;Sulzbach an der Murr;Sulzbach (M);WN;5;"Bus;Ruftaxi";372,380,380A,385,386,390,RT380,RT386,RT390;31372_,31380_,31380a,31385_,31386_,31390_,50380_,50386_,50390_;9;31,5;9,501366561;49,00254721
Berwinkel;Sulzb.(M) Berwinkel;4906;de:08119:4906;08119075;Sulzbach an der Murr;Sulzbach (M);WN;5;"Bus;Ruftaxi";372,380,380A,RT380;31372_,31380_,31380a,50380_;4;31,5;9,516155242;49,03299193
Abzweig Neufürstenhütte;Großerl. Abzw. Neufürstenhütte;4908;de:08119:4908;08119024;Großerlach;Großerlach;WN;5;Bus;372,38;31372_,31380_;2;31;9,51415053;49,04943828
Murrhardter Straße;Sulzbach (M) Murrhardter Str.;4910;de:08119:4910;08119075;Sulzbach an der Murr;Sulzbach (M);WN;5;"Bus;Ruftaxi";390,RT390;31390_,50390_;2;31,5;9,505835551;49,00252768
Hummelbühl;Sulzbach (M) Hummelbühl;4911;de:08119:4911;08119075;Sulzbach an der Murr;Sulzbach (M);WN;5;"Bus;Ruftaxi";372,380A,390,RT390;31372_,31380a,31390_,50390_;4;31,5;9,516294311;49,00152814
Bartenbach;Sulzb.(M) Bartenbach;4912;de:08119:4912;08119075;Sulzbach an der Murr;Sulzbach (M);WN;5;"Bus;Ruftaxi";372,380A,390,RT380,RT390;31372_,31380a,31390_,50380_,50390_;5;31,5;9,534934764;48,99630866
Ärztehaus;Murrhardt Ärztehaus;4913;de:08119:4913;08119044;Murrhardt;Murrhardt;WN;5;"Bus;Ruftaxi";373,375,RT390;31373_,31375_,50390_;3;31,5;9,582296565;48,97848155
Bodelschwinghschule;Murrh. Bodelschwinghschule;4914;de:08119:4914;08119044;Murrhardt;Murrhardt;WN;5;"Bus;Ruftaxi";372,377,390,RT390;31372_,31377_,31390_,50390_;4;31,5;9,555467082;48,98462971
Hörschbachschule;Murrh. Hörschbachschule;4915;de:08119:4915;08119044;Murrhardt;Murrhardt;WN;5;"Bus;Ruftaxi";372,374,377,390,RT390;31372_,31374_,31377_,31390_,50390_;5;31,5;9,563822916;48,98172065
Murrhardt;Murrhardt;4916;de:08119:4916;08119044;Murrhardt;Murrhardt;WN;5;"Bus;R-Bahn;Ruftaxi";MEX19,RE90,MEX90,372,373,374,375,377,390,RT390,RT37,RT38,RT39;11019_,11090_,11091_,31372_,31373_,31374_,31375_,31377_,31390_,50390_,51037_,51038_,51039_;13;11,31,50,51;9,577782854;48,98271258
Erich-Schumm-Straße;Murrh. Erich-Schumm-Straße;4917;de:08119:4917;08119044;Murrhardt;Murrhardt;WN;5;Bus;374,377,390;31374_,31377_,31390_;3;31;9,583329118;48,98618257
Gymnasium;Murrhardt Gymnasium;4918;de:08119:4918;08119044;Murrhardt;Murrhardt;WN;5;Bus;373,374,375,377,390;31373_,31374_,31375_,31377_,31390_;5;31;9,584549086;48,98885603
