Name;Name mit Ort;Steigname;Nummer;Bereich;Steig;Globale ID;Landkreis;GKZ;Gemeinde;Teilort;Tarifzonen;Betriebszweige;Verkehrsmittel;Linien (DIVA);Linien (EFA);Anzahl Linien;X-Koordinate;Y-Koordinate;Sitzmöglichkeit vorhanden?;Wetterschutz vorhanden?;Breite des Bahn/Bussteigs [cm];Höhe über Straße/Schienenoberkante [cm];Höhe der zweiten Ebene über Straße/Schienenoberkante [cm];Stufe Straße zu Einstiegsposition [cm];Bodenindikatoren als Leitstreifen (taktil)
Neckarhalde;Neckarhalde;Rtg Haus am Weinberg;87;0;3;de:08111:87:0:3;S;08111000;Stuttgart;Stuttgart;1;30;Bus;30061_;61;1;9,259977093;48,77439428;Ja;Ja;250;17;;Ebenerdig;Ja
Neckarhalde;Neckarhalde;Rtg Großglocknerstr.;87;0;4;de:08111:87:0:4;S;08111000;Stuttgart;Stuttgart;1;30,33;"Bus;Nachtbus";30061_,33007_;61,N7;2;9,259977093;48,77439428;Ja;Ja;250;20;;Ebenerdig;Ja
Ebniseestraße;Ebniseestraße;Rtg Bergstaffelstr.;89;0;3;de:08111:89:0:3;S;08111000;Stuttgart;Stuttgart;1,2;30;Bus;30061_;61;1;9,264445601;48,76778368;Ja;Ja;150;15;;Ebenerdig;Nein
Ebniseestraße;Ebniseestraße;Rtg Haus am Weinberg;89;0;4;de:08111:89:0:4;S;08111000;Stuttgart;Stuttgart;1,2;30,33;"Bus;Nachtbus";30061_,33007_;61,N7;2;9,264568219;48,76781936;Nein;Nein;150;20;;Ebenerdig;Nein
Bergstaffelstraße;Bergstaffelstraße;Rtg Obertürkheim Bf;90;0;3;de:08111:90:0:3;S;08111000;Stuttgart;Stuttgart;1,2;30;Bus;30061_;61;1;9,265849534;48,76573917;Ja;Ja;250;15;;Stufenhöhe;Nein
Bergstaffelstraße;Bergstaffelstraße;Rtg Ebniseestr.;90;0;4;de:08111:90:0:4;S;08111000;Stuttgart;Stuttgart;1,2;30,33;"Bus;Nachtbus";30061_,33007_;61,N7;2;9,265849534;48,76573917;Ja;Ja;150;15;;Ebenerdig;Nein
Wollinstraße;Wollinstraße;Rtg Neuwirtshauskreuzung;94;0;3;de:08111:94:0:3;S;08111000;Stuttgart;Stuttgart;1,2;30,31;Bus;30052_,30099_,31612_;52,99,612;3;9,147157943;48,83745949;Ja;Ja;250;15;;Stufenhöhe;Nein
Wollinstraße;Wollinstraße;Rtg Zuff.Porsche/Nordsee-/Schwbd.Str.;94;0;4;de:08111:94:0:4;S;08111000;Stuttgart;Stuttgart;1,2;30,31,33;"Bus;Nachtbus";30052_,30099_,31612_,33004_;52,99,612,N4;4;9,147062271;48,83735171;Ja;Ja;150;15;;Stufenhöhe;Nein
Neuwirtshauskreuzung;Neuwirtshauskreuzung;Rtg Niebuhrweg;95;1;3;de:08111:95:1:3;S;08111000;Stuttgart;Stuttgart;1,2;30;Bus;30052_,30099_;52,99;2;9,141908412;48,84050549;Ja;Ja;150;;;Ebenerdig;Nein
Neuwirtshauskreuzung;Neuwirtshauskreuzung;Rtg Wollinstr.;95;1;4;de:08111:95:1:4;S;08111000;Stuttgart;Stuttgart;1,2;30,33;"Bus;Nachtbus";30052_,30099_,33004_;52,99,N4;3;9,141908412;48,84050549;Ja;Ja;150;15;;Ebenerdig;Nein
Niebuhrweg;Niebuhrweg;Rtg Marco-Polo-Weg;96;0;3;de:08111:96:0:3;S;08111000;Stuttgart;Stuttgart;1,2;30;Bus;30052_,30099_;52,99;2;9,147511938;48,84201812;Ja;Ja;150;15;;Stufenhöhe;Nein
Niebuhrweg;Niebuhrweg;Rtg Neuwirtshauskreuzung;96;0;4;de:08111:96:0:4;S;08111000;Stuttgart;Stuttgart;1,2;30,33;"Bus;Nachtbus";30052_,30099_,33004_;52,99,N4;3;9,147511938;48,84201812;Ja;Ja;250;15;;Ebenerdig;Nein
Marco-Polo-Weg;Marco-Polo-Weg;Rtg Korntaler Straße;97;0;3;de:08111:97:0:3;S;08111000;Stuttgart;Stuttgart;1,2;30;Bus;30052_,30099_;52,99;2;9,15323792;48,84336846;Ja;Ja;150;15;;Stufenhöhe;Nein
Marco-Polo-Weg;Marco-Polo-Weg;Rtg Niebuhrweg;97;0;4;de:08111:97:0:4;S;08111000;Stuttgart;Stuttgart;1,2;30,33;"Bus;Nachtbus";30052_,30099_,33004_;52,99,N4;3;9,15323792;48,84336846;Ja;Ja;250;15;;Ebenerdig;Nein
Stammheim;Stammheim;Stadtbahn Endhaltestelle;100;1;1;de:08111:100:1:1;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20015_;U15;1;9,156174257;48,85004576;;;250;100;;Keine Angabe;Ja
Stammheim;Stammheim;L.412 Rtg Sonatenweg/L.508 Rtg Kornt.Str;100;2;1;de:08111:100:2:3;S;08111000;Stuttgart;Stuttgart;1,2;31;Bus;31412_,31508_;412,508;2;9,156022497;48,84944348;Ja;Nein;250;15;;Ebenerdig;Nein
Stammheim;Stammheim;Linien 412/508 Rtg Asperger Str.;100;2;2;de:08111:100:2:4;S;08111000;Stuttgart;Stuttgart;1,2;31;Bus;31412_,31508_;412,508;2;9,156093036;48,85021672;Ja;;150;17;;Stufenhöhe;Ja
Stammheim;Stammheim;Li 98 Rtg Asperger Str.;100;2;3;de:08111:100:2:5;S;08111000;Stuttgart;Stuttgart;1,2;30;Bus;30098_;98;1;9,156433874;48,8502792;;;;;;Keine Angabe;
Korntaler Straße;Korntaler Straße;Rtg Heutingsheimer Str.;102;1;1;de:08111:102:1:1;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20015_;U15;1;9,157090404;48,84673535;;;250;100;;Keine Angabe;Ja
Korntaler Straße;Korntaler Straße;Rtg Stammheim;102;1;2;de:08111:102:2:2;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20015_;U15;1;9,157158556;48,84674425;;;250;100;;Keine Angabe;Ja
Korntaler Straße;Korntaler Straße;L.52/99/N4 Rtg M.-Polo-W./L.508 Rtg Sthm;102;3;2;de:08111:102:3:2;S;08111000;Stuttgart;Stuttgart;1,2;30,31,33;"Bus;Nachtbus";30052_,30099_,31508_,33004_;52,99,508,N4;4;9,157496965;48,84604239;Ja;Ja;250;15;;Ebenerdig;Nein
Korntaler Straße;Korntaler Straße;Linie 508 Rtg Salzwiesenstr.;102;3;3;de:08111:102:3:3;S;08111000;Stuttgart;Stuttgart;1,2;31;Bus;31508_;508;1;9,157591684;48,84583544;Nein;Nein;250;15;;Stufenhöhe;Nein
Heutingsheimer Straße;Heutingsheimer Straße;Rtg Wimpfener Str.;103;1;1;de:08111:103:0:1;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20015_;U15;1;9,159297569;48,842443;;;250;100;;Keine Angabe;Ja
Heutingsheimer Straße;Heutingsheimer Straße;Rtg Korntaler Str.;103;2;2;de:08111:103:0:2;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20015_;U15;1;9,159338468;48,84245194;;;250;100;;Keine Angabe;Ja
Heutingsheimer Straße;Heutingsheimer Straße;NBus;103;3;4;de:08111:103:0:4;S;08111000;Stuttgart;Stuttgart;1,2;33;Nachtbus;33004_;N4;1;9,159352636;48,84262277;Nein;Nein;150;15;;Ebenerdig;Nein
Wimpfener Straße;Wimpfener Straße;Rtg Salzwiesenstr.;104;1;1;de:08111:104:0:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,16095984;48,83826827;;;250;100;;Keine Angabe;Ja
Wimpfener Straße;Wimpfener Straße;Rtg Heutingsheimer Str.;104;2;2;de:08111:104:0:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,1609872;48,8383042;;;250;100;;Keine Angabe;Ja
Wimpfener Straße;Wimpfener Straße;Rtg Stammheim;104;3;5;de:08111:104:0:5;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33004_;N4;1;9,161095832;48,83819614;Nein;Nein;250;15;;Stufenhöhe;Nein
Kornwestheimer Straße;Kornwestheimer Straße;eRtg Sonatenweg;105;0;3;de:08111:105:0:3;S;08111000;Stuttgart;Stuttgart;1,2;31;Bus;31412_;412;1;9,166832501;48,85094798;Nein;Nein;150;15;;Ebenerdig;Nein
Kornwestheimer Straße;Kornwestheimer Straße;eRtg Max-Planck-Str.;105;0;4;de:08111:105:0:4;S;08111000;Stuttgart;Stuttgart;1,2;31;Bus;31412_;412;1;9,166832501;48,85094798;Nein;Nein;150;15;;Ebenerdig;Nein
Zahn-Nopper-Straße;Zahn-Nopper-Straße;Linie 508 Rtg Zuffenhausen Bf;106;1;6;de:08111:106:1:6;S;08111000;Stuttgart;Stuttgart;1;31;Bus;31508_;508;1;9,164838277;48,83293035;Ja;Ja;250;20;;Ebenerdig;Ja
Zahn-Nopper-Straße;Zahn-Nopper-Straße;Linie 508 Rtg Salzwiesenstr.;106;2;7;de:08111:106:2:7;S;08111000;Stuttgart;Stuttgart;1;31;Bus;31508_;508;1;9,164838277;48,83293035;Ja;Ja;250;20;;Ebenerdig;Ja
Zahn-Nopper-Straße;Zahn-Nopper-Straße;Linie 99 Rtg Marconibrücke;106;3;3;de:08111:106:3:3;S;08111000;Stuttgart;Stuttgart;1;30;Bus;30099_;99;1;9,163842773;48,83257208;Nein;Nein;250;20;;Ebenerdig;Ja
Zahn-Nopper-Straße;Zahn-Nopper-Straße;Linie 99 Rtg Zuffenhausen Bf;106;4;4;de:08111:106:4:4;S;08111000;Stuttgart;Stuttgart;1;30;Bus;30099_;99;1;9,163842773;48,83257208;Nein;Nein;250;20;;Ebenerdig;Ja
Zahn-Nopper-Straße;Zahn-Nopper-Straße;Nachtbus;106;5;5;de:08111:106:5:5;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33004_;N4;1;9,164838277;48,83293035;Ja;Ja;250;20;;Ebenerdig;Ja
Kirchtalstraße;Kirchtalstraße;Rtg Zuffenhausen Rathaus;107;1;1;de:08111:107:1:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,170597472;48,83220255;;;250;100;;Keine Angabe;Ja
Kirchtalstraße;Kirchtalstraße;Rtg Salzwiesenstr.;107;1;2;de:08111:107:1:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,170611337;48,83227447;;;250;100;;Keine Angabe;Ja
Kirchtalstraße;Kirchtalstraße;Linie 401 Rtg Zuffenhausen Rathaus;107;2;3;de:08111:107:2:3;S;08111000;Stuttgart;Stuttgart;1;30;Bus;30053_;53;1;9,170529368;48,83220266;Nein;Ja;250;17;;Stufenhöhe;Nein
Kirchtalstraße;Kirchtalstraße;Linie 401 Rtg Zuffenhausen Bf / NBus;107;2;4;de:08111:107:2:4;S;08111000;Stuttgart;Stuttgart;1;30,33;"Bus;Nachtbus";30053_,33004_;53,N4;2;9,170515962;48,83226562;Nein;Nein;250;20;;Stufenhöhe;Ja
Zuffenhausen Rathaus;Zuffenhausen Rathaus;Rtg Hohensteinstr.;108;1;1;de:08111:108:1:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,17465083;48,83058684;;;250;100;;Keine Angabe;Ja
Zuffenhausen Rathaus;Zuffenhausen Rathaus;Rtg Kirchtalstr.;108;3;2;de:08111:108:1:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,174718963;48,83059573;;;250;100;;Keine Angabe;Ja
Zuffenhausen Rathaus;Zuffenhausen Rathaus;NBus;108;2;4;de:08111:108:2:4;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33004_;N4;1;9,174164503;48,8317386;Nein;Nein;250;15;;Ebenerdig;Nein
Zuffenhausen Rathaus;Zuffenhausen Rathaus;Linie 401 Rtg Friedhof;108;2;5;de:08111:108:2:5;S;08111000;Stuttgart;Stuttgart;1;30,51;"Bus;Ruftaxi";30053_,51004_;53,RT4;2;9,174164503;48,8317386;Ja;Ja;250;20;;Ebenerdig;Ja
Zuffenhausen Friedhof;Zuffenhausen Friedhof;eRtg Johanneskirche;109;0;3;de:08111:109:0:3;S;08111000;Stuttgart;Stuttgart;1;30;Bus;30053_;53;1;9,181466632;48,83589972;Ja;Ja;250;15;;Ebenerdig;Nein
Zuffenhausen Friedhof;Zuffenhausen Friedhof;eRtg Zuffenhausen Reibedanz;109;0;4;de:08111:109:0:4;S;08111000;Stuttgart;Stuttgart;1;30;Bus;30053_;53;1;9,181466632;48,83589972;Ja;Nein;250;15;;Stufenhöhe;Nein
Friedrichswahl;Friedrichswahl;Rtg Borsigstr.;110;2;1;de:08111:110:0:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20007_,20015_;U7,U15;2;9,172812804;48,82290121;;;250;100;;Keine Angabe;Ja
Friedrichswahl;Friedrichswahl;Rtg Hohensteinstr.;110;1;2;de:08111:110:0:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20007_,20015_;U7,U15;2;9,172853658;48,82290115;;;250;100;;Keine Angabe;Ja
Friedrichswahl;Friedrichswahl;NBus;110;3;3;de:08111:110:0:3;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33004_;N4;1;9,172529021;48,82354009;Nein;Nein;250;17;;Ebenerdig;Nein
Borsigstraße;Borsigstraße;Rtg Sieglestr.;111;2;1;de:08111:111:0:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20007_,20015_;U7,U15;2;9,175442451;48,81939022;;;250;100;;Keine Angabe;Ja
Borsigstraße;Borsigstraße;Rtg Friedrichswahl;111;1;2;de:08111:111:0:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20007_,20015_;U7,U15;2;9,175496951;48,81939913;;;250;100;;Keine Angabe;Ja
Borsigstraße;Borsigstraße;NBus Rtg einwärts;111;3;3;de:08111:111:0:3;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33004_;N4;1;9,175400025;48,81894067;Nein;Nein;150;15;;Stufenhöhe;Nein
Sieglestraße;Sieglestraße;Rtg Pragsattel;112;1;1;de:08111:112:0:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20007_,20015_;U7,U15;2;9,177160998;48,81632121;;;250;100;;Keine Angabe;Ja
Sieglestraße;Sieglestraße;Rtg Borsigstr.;112;2;2;de:08111:112:0:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20007_,20015_;U7,U15;2;9,177919972;48,81532189;;;250;100;;Keine Angabe;Ja
Sieglestraße;Sieglestraße;NBus;112;3;3;de:08111:112:0:3;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33004_;N4;1;9,177864965;48,81516911;Nein;Nein;250;15;;Stufenhöhe;Nein
Sonatenweg;Sonatenweg;eRtg Stammheim/Friedhof;114;0;3;de:08111:114:0:3;S;08111000;Stuttgart;Stuttgart;1,2;30,31;Bus;30098_,31412_;98,412;2;9,164757293;48,84971004;Nein;Nein;150;15;;Ebenerdig;Nein
Sonatenweg;Sonatenweg;eRtg Lindenstr.;114;0;4;de:08111:114:0:4;S;08111000;Stuttgart;Stuttgart;1,2;31;Bus;31412_;412;1;9,164757293;48,84971004;Nein;Nein;150;15;;Ebenerdig;Nein
Pragfriedhof;Pragfriedhof;Rtg Stadtbibliothek;115;1;1;de:08111:115:1:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20005_,20006_,20007_,20015_;U5,U6,U7,U15;4;9,182514016;48,79810337;;;250;100;;Keine Angabe;Ja
Pragfriedhof;Pragfriedhof;Rtg Löwentorbrücke;115;1;2;de:08111:115:1:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20005_,20006_,20007_,20015_;U5,U6,U7,U15;4;9,182636486;48,79809418;;;250;100;;Keine Angabe;Ja
Stafflenbergstraße;Stafflenbergstraße;Rtg Bubenbad;123;1;1;de:08111:123:0:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,191887127;48,77538238;;;250;100;;Keine Angabe;Ja
Stafflenbergstraße;Stafflenbergstraße;Rtg Heidehofstraße;123;1;2;de:08111:123:0:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,191955325;48,77542723;;;250;100;;Keine Angabe;Ja
Stafflenbergstraße;Stafflenbergstraße;NBus Rtg auswärts;123;2;3;de:08111:123:0:3;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33007_;N7;1;9,191887092;48,77537339;Nein;Nein;150;15;;Stufenhöhe;Nein
Bubenbad;Bubenbad;Rtg Payerstraße;124;1;1;de:08111:124:0:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,194721255;48,77295867;;;250;100;;Keine Angabe;Ja
Bubenbad;Bubenbad;Rtg Stafflenbergstraße;124;2;2;de:08111:124:0:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,194384342;48,77378654;;;250;100;;Keine Angabe;Ja
Bubenbad;Bubenbad;NBus Rtg auswärts;124;3;3;de:08111:124:0:3;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33007_;N7;1;9,194465518;48,7736695;Nein;Nein;150;15;;Stufenhöhe;Nein
Payerstraße;Payerstraße;Rtg Geroksruhe;125;1;1;de:08111:125:0:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,195703633;48,77019633;;;250;100;;Keine Angabe;Ja
Payerstraße;Payerstraße;Rtg Bubenbad;125;2;2;de:08111:125:0:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,195292123;48,76932477;;;250;100;;Keine Angabe;Ja
Payerstraße;Payerstraße;NBus Rtg auswärts;125;4;3;de:08111:125:0:3;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33009_;N9;1;9,196466402;48,77043783;Nein;Nein;150;15;;Stufenhöhe;Nein
Payerstraße;Payerstraße;Nachtbus;125;3;5;de:08111:125:0:5;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33007_;N7;1;9,195554971;48,77044837;Nein;Nein;150;15;;Stufenhöhe;Nein
Geroksruhe;Geroksruhe;Rtg Stelle;126;1;1;de:08111:126:1:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,201088432;48,76620341;;;250;100;;Keine Angabe;Ja
Geroksruhe;Geroksruhe;Rtg Payerstr.;126;1;2;de:08111:126:1:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20015_;U15;1;9,201197399;48,76623919;;;250;100;;Keine Angabe;Ja
Geroksruhe;Geroksruhe;NBus Rtg auswärts;126;4;3;de:08111:126:1:3;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33007_,33009_;N7,N9;2;9,198574219;48,76679229;Nein;Nein;250;15;;Stufenhöhe;Nein
Silberwald;Silberwald;Rtg Sillenbuch;129;1;1;de:08111:129:1:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20007_,20008_,20015_;U7,U8,U15;3;9,207691865;48,74791909;;;250;100;;Keine Angabe;Ja
Silberwald;Silberwald;Rtg Ruhbank;129;1;2;de:08111:129:1:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20007_,20008_,20015_;U7,U8,U15;3;9,207773676;48,7479729;;;250;100;;Keine Angabe;Ja
Silberwald;Silberwald;NBus;129;2;3;de:08111:129:2:3;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33007_;N7;1;9,208492201;48,74745003;Nein;Nein;250;15;;Ebenerdig;Nein
Waldau;Waldau;Rtg Ruhbank;130;1;1;de:08111:130:1:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20007_,20008_;U7,U8;2;9,189089739;48,75151221;;;250;100;;Keine Angabe;Ja
Waldau;Waldau;Rtg Bopser/Weinsteige;130;1;2;de:08111:130:1:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20007_,20008_;U7,U8;2;9,189022117;48,75161124;;;250;100;;Keine Angabe;Ja
Heumaden;Heumaden;Rtg Heumaden Bockelstr.;136;1;1;de:08111:136:1:1;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20007_,20008_;U7,U8;2;9,233836405;48,73820201;;;250;100;;Keine Angabe;Ja
Heumaden;Heumaden;Rtg Ruit;136;3;2;de:08111:136:1:2;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20007_,20008_;U7,U8;2;9,233740737;48,73809429;;;250;100;;Keine Angabe;Ja
Heumaden;Heumaden;U15 Rtg Heumaden Bockelstr.;136;1;3;de:08111:136:1:3;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20008_,20015_;U8,U15;2;9,233768011;48,73811222;;;250;100;;Keine Angabe;Ja
Heumaden;Heumaden;Rtg Kemnat Schönbergstr./Zeppelinstr.;136;2;3;de:08111:136:2:3;S;08111000;Stuttgart;Stuttgart;1,2;31,34;"Bus;Nachtbus";31130_,31131_,34022_;130,131,N22;3;9,233443145;48,73841862;Ja;Ja;250;17;;Ebenerdig;Nein
Heumaden;Heumaden;Rtg G.-Scholl-Gymn./Ruit Horbstr.;136;2;4;de:08111:136:2:4;S;08111000;Stuttgart;Stuttgart;1,2;31;Bus;31130_,31131_;130,131;2;9,233714675;48,73833714;Ja;Ja;250;15;;Ebenerdig;Nein
Isegrimweg;Isegrimweg;Rtg Heumaden Bockelstr.;137;1;3;de:08111:137:0:3;S;08111000;Stuttgart;Stuttgart;1,2;30;Bus;30065_;65;1;9,229971072;48,74321859;Ja;Ja;250;17;;Stufenhöhe;Ja
Isegrimweg;Isegrimweg;Rtg Heumaden Schule;137;1;4;de:08111:137:0:4;S;08111000;Stuttgart;Stuttgart;1,2;30,33;"Bus;Nachtbus";30065_,33007_;65,N7;2;9,229888423;48,74298495;Ja;Ja;250;17;;Ebenerdig;Ja
Siedlung;Gerlingen Siedlung;Rtg Breitwiesen;141;2;1;de:08118:141:0:1;LB;08118019;Gerlingen;Gerlingen;2;20;Stadtbahn;20006_;U6;1;9,0728368;48,80126482;;;250;100;;Keine Angabe;Ja
Siedlung;Gerlingen Siedlung;Rtg Gerlingen;141;1;2;de:08118:141:0:2;LB;08118019;Gerlingen;Gerlingen;2;20;Stadtbahn;20006_;U6;1;9,072809614;48,80129182;;;250;100;;Keine Angabe;Ja
Siedlung;Gerlingen Siedlung;Rtg Gerlingen Breitweisenhaus;141;3;4;de:08118:141:3:4;LB;08118019;Gerlingen;Gerlingen;2;31;Bus;31635_;635;1;9,071719925;48,80080692;;;;;;Keine Angabe;
Rossbaum;Gerlingen Rossbaum;NBus;142;0;4;de:08118:142:0:4;LB;08118019;Gerlingen;Gerlingen;2;31,33;"Bus;Nachtbus";31635_,33003_;635,N3;2;9,076676942;48,80220651;;;250;15;;Ebenerdig;Nein
Breitwiesen;Gerlingen Breitwiesen;Rtg Giebel;143;3;1;de:08118:143:1:1;LB;08118019;Gerlingen;Gerlingen;2;20;Stadtbahn;20006_;U6;1;9,081632251;48,80239192;;;250;100;;Keine Angabe;Ja
Breitwiesen;Gerlingen Breitwiesen;Rtg Siedlung;143;1;2;de:08118:143:1:2;LB;08118019;Gerlingen;Gerlingen;2;20;Stadtbahn;20006_;U6;1;9,083456576;48,80252549;;;250;100;;Keine Angabe;Ja
Breitwiesen;Gerlingen Breitwiesen;Rtg Margartenweg;143;2;1;de:08118:143:2:1;LB;08118019;Gerlingen;Gerlingen;2;31;Bus;31635_;635;1;9,082531491;48,80287686;;;;;;Keine Angabe;
Breitwiesen;Gerlingen Breitwiesen;Rtg Rossbaum;143;2;4;de:08118:143:2:4;LB;08118019;Gerlingen;Gerlingen;2;31,33;"Bus;Nachtbus";31635_,33003_;635,N3;2;9,083238953;48,80263355;Nein;Ja;250;15;;Stufenhöhe;Nein
Giebel;Giebel;Rtg Salamanderweg;144;1;1;de:08111:144:1:1;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20006_;U6;1;9,08790811;48,80262107;;;250;100;;Keine Angabe;Ja
Giebel;Giebel;Rtg Breitwiesen;144;2;2;de:08111:144:1:2;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20006_;U6;1;9,087908158;48,80264805;;;250;100;;Keine Angabe;Ja
Giebel;Giebel;Stadtbahn - U13;144;2;3;de:08111:144:2:7;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20006_,20016_;U6,U16;2;9,088194121;48,80270178;;;250;100;;Keine Angabe;Ja
Giebel;Giebel;Ankunft und Rtg E.-Reuter-Platz;144;3;7;de:08111:144:3:3;S;08111000;Stuttgart;Stuttgart;1,2;30;Bus;30090_;90;1;9,087431979;48,80280128;Ja;Ja;250;17;;Ebenerdig;Nein
Giebel;Giebel;NBus Rtg Gerlingen;144;3;4;de:08111:144:3:4;S;08111000;Stuttgart;Stuttgart;1,2;33;Nachtbus;33003_;N3;1;9,086547085;48,80276599;Nein;Nein;150;15;;Ebenerdig;Nein
Salamanderweg;Salamanderweg;Rtg Bergheimer Hof;145;1;1;de:08111:145:1:1;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20006_,20016_;U6,U16;2;9,093244306;48,80261685;;;250;100;;Keine Angabe;Ja
Salamanderweg;Salamanderweg;Rtg Giebel;145;3;2;de:08111:145:1:2;S;08111000;Stuttgart;Stuttgart;1,2;20;Stadtbahn;20006_,20016_;U6,U16;2;9,093244357;48,80264383;;;250;100;;Keine Angabe;Ja
Salamanderweg;Salamanderweg;NBus Rtg auswärts;145;2;4;de:08111:145:2:4;S;08111000;Stuttgart;Stuttgart;1,2;33;Nachtbus;33003_;N3;1;9,091597461;48,80278004;Nein;Nein;250;15;;Ebenerdig;Nein
Bergheimer Hof;Bergheimer Hof;Rtg Wolfbusch;146;1;1;de:08111:146:1:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20006_,20016_;U6,U16;2;9,101088408;48,80417486;;;250;100;;Keine Angabe;Ja
Bergheimer Hof;Bergheimer Hof;Rtg Salamanderweg;146;3;2;de:08111:146:1:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20006_,20016_;U6,U16;2;9,101074868;48,80421085;;;250;100;;Keine Angabe;Ja
Bergheimer Hof;Bergheimer Hof;NBus;146;2;4;de:08111:146:2:4;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33003_;N3;1;9,100802151;48,80398628;Nein;Nein;150;15;;Ebenerdig;Nein
Wolfbusch;Wolfbusch;Rtg Rastatter Str.;147;3;1;de:08111:147:1:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20006_,20016_;U6,U16;2;9,105356431;48,80754314;;;250;100;;Keine Angabe;Ja
Wolfbusch;Wolfbusch;Rtg Bergheimer Hof;147;1;2;de:08111:147:1:2;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20006_,20016_;U6,U16;2;9,10532924;48,80756115;;;250;100;;Keine Angabe;Ja
Wolfbusch;Wolfbusch;NBus;147;2;4;de:08111:147:2:4;S;08111000;Stuttgart;Stuttgart;1;33;Nachtbus;33003_;N3;1;9,105042457;48,80713878;Nein;Nein;150;15;;Ebenerdig;Nein
Rastatter Straße;Rastatter Straße;Rtg Löwenmarkt;148;1;1;de:08111:148:1:1;S;08111000;Stuttgart;Stuttgart;1;20;Stadtbahn;20006_,20016_;U6,U16;2;9,10800323;48,81016644;;;250;100;;Keine Angabe;Ja
