Nummer,Name,Name mit Ort
5005640,Sachsenheimer Straße,Oberriex. Sachsenheimer Str.
5005641,Mühlstraße,Oberriexingen Mühlstr.
5005643,Ludwigsburger Straße,Bissingen Ludwigsburger Str.
5005644,Rathaus,Bissingen Rathaus
5005645,Bissinger Straße,Untermberg Bissinger Str.
5005646,Kammgarnspinnerei,Bietigh. Kammgarnspinnerei
5005647,Ellentalgymnasien,Bietigheim Ellentalgymnasien
5005648,Auwiesenbrücke,Bietigheim Auwiesenbrücke
5005649,Ludwigsburger Straße,Großsachsenheim Ludwigsb. Str.
5005650,Metterbrücke,Großsachsh. Metterbrücke
5005651,Vaihinger Straße,Sersheim Vaihinger Str.
5005653,Grundschule,Kleinglattb. Grundschule
5005654,Kleinglattbacher Straße,Ensingen Kleinglattb. Str.
5005656,Krankenhaus,Bietigheim Krankenhaus
5005657,Berliner Straße,Aldingen Berliner Straße
5005658,Bolzstraße,Bietigheim Bolzstraße
5005659,Kronenzentrum,Bietigheim Kronenzentrum
5005660,Löchgauer Straße,Bietigheim Löchgauer Str.
5005661,Hiller-/Löchgauer Straße,Bietigh. Hiller-/Löchgauer Str
5005662,Pfarrstraße,Bietigheim Pfarrstr.
5005664,Hillerplatz,Bietigheim Hillerplatz
5005666,Helenenburgweg,Bietigheim Helenenburgweg
5005667,Kindergarten,Metterz. Kindergarten
5005668,Kleinsachsenheimer Straße,Metterz. Kleinsachsheimer Str.
5005669,Bietigheimer Straße,Kleinsachsh. Bietigh. Str.
5005671,Großsachsenheimer Straße,Kleinsachsh. Großsachsh. Str.
5005672,Neuweiler Straße,Kleinsachsheim Neuweiler Str.
5005674,Kleinsachsenheimer Straße,Großsachsh. Kleinsachsh. Str.
5005675,Buch Gröninger Weg,Bietigh. Buch Grön. Weg
5005676,Buch Sonderschule,Bietigheim Buch Sonderschule
5005677,Hauptstraße,Großsachsenheim Hauptstr.
5005678,Buch Buchschule,Bietigh. Buch Buchschule
5005679,Buch Breslauer Straße,Bietigheim Buch Breslauer Str.
5005680,Buch Posener Straße,Bietigheim Buch Posener Str.
5005681,Buch Sucystraße,Bietigheim Buch Sucystr.
5005683,Karlstraße,Bissingen Karlstraße
5005684,Panoramastraße,Bissingen Panoramastr.
5005685,Waldschule,Bissingen Waldschule
5005686,Grotzstraße,Bissingen Grotzstraße
5005687,Schubartstraße,Bissingen Schubartstr.
5005689,Zahnklinik,Bissingen Zahnklinik
5005690,Antonia-Visconti-Straße,Bietigh. Antonia-Visconti-Str.
5005691,Am Türmle,Untermberg Am Türmle
5005692,Waldhof,Bietigheim Waldhof
5005693,Weißenhof Ost,Löchgau Weißenhof Ost
5005694,Enzbrücke,Bietigheim Enzbrücke
5005695,Erligheim,Erligheim
5005696,Hofen,Hofen
5005697,Hofener Straße,Bönnigheim Hofener Str.
5005698,Am Schloss,Bönnigheim Am Schloss
5005700,Burgplatz,Bönnigheim Burgplatz
5005701,Badepark,Bietigheim Badepark
5005703,Besigheimer Straße,Löchgau Besigheimer Str.
5005704,Wette,Löchgau Wette
5005705,Freudentaler Straße,Löchgau Freudentaler Str.
5005706,Besigheimer Straße,Freudental Besigh. Str.
5005707,Post,Freudental Post
5005708,Gewerbegebiet,Freudental Gewerbegebiet
5005709,Staffel,Hohenhaslach Staffel
5005710,Steige,Hohenhaslach Steige
5005711,Ochsen,Spielberg Ochsen
5005712,Kirche,Ochsenbach Kirche
5005713,Kirbachhof,Ochsenbach Kirbachhof
5005714,Dorfbrunnen,Häfnerhasl. Dorfbrunnen
5005715,Auf dem Kies,Besigheim Auf dem Kies
5005716,Friedrich-Breining-Straße,Besigheim Fr.-Breining-Str.
5005718,Friedhof,Besigheim Friedhof
5005719,Husarenhof,Besigheim Husarenhof
5005720,Fährgergasse,Gemmrigheim Fährgergasse
5005721,Niedere Klinge,Gemmrigh. Niedere Klinge
5005722,Papierfabrik,Gemmrigheim Papierfabrik
5005723,Kirchheim (N),Kirchheim (N)
5005724,Schillerplatz,Kirchheim (N) Schillerpl.
5005725,Post,Hohenstein Post
5005726,Kirchheimer Straße,Bönnigheim Kirchheimer Str.
5005727,Schulzentrum,Bönnigheim Schulzentrum
5005729,Freibad,Bönnigheim Freibad
5005730,Hartweg,Besigheim Hartweg
5005731,Im See,Kleinglattbach Im See
5005732,Wasserturm,Besigheim Wasserturm
5005733,Stadthalle,Vaihingen (E) Stadthalle
5005735,Alte Mühle,Häfnerhasl. Alte Mühle
5005737,Feuerwehrhaus,Horrheim Feuerwehrhaus
5005738,Marktplatz,Horrheim Marktplatz
5005739,Maulbronner Straße,Horrheim Maulbronner Str.
5005740,Pfarrhaus,Gündelbach Pfarrhaus
5005742,Realschule,Großsachsh. Realschule
5005743,Pulverdingen B10,Enzw. Pulverdingen B10
5005744,Enzweihingen B10,Enzweihingen B10
5005745,Vaihinger Eck,Vaihingen (E) Vaihinger Eck
5005746,Austraße,Vaihingen (E) Austraße
5005747,Rieter Tal,Riet Rieter Tal
5005748,Dorfplatz,Riet Dorfplatz
5005751,Enzbrücke,Vaihingen (E) Enzbrücke
5005752,Abzweig,Aurich Abzw.
5005753,Ortsmitte,Aurich Ortsmitte
5005756,Talhöfe,Enzweihingen Talhöfe
5005757,Salzäcker,Vaihingen (E) Salzäcker
5005759,Schillerstraße,Kleinglattbach Schillerstr.
5005760,Zeil,Kleinsachsenheim Zeil
5005761,Plüderhausen,Plüderhausen
5005763,Schulstraße,Plüderhausen Schulstr.
5005765,Walkersbach,Plüderh. Walkersbach
5005766,Nordbahnhof,Kleinglattb. Nordbahnhof
5005768,Wald,Kirchheim (T) Wald
5005769,Hochwang Rathaus,Oberl. Hochwang Rathaus
5005770,Oberboihingen,Oberboihingen
5005772,Bempflingen,Bempflingen
5005773,Ehningen,Ehningen
5005774,Gärtringen,Gärtringen
5005775,Nufringen,Nufringen
5005776,Gäufelden,Gäufelden
5005777,Süd,Kirchheim (T) Süd
5005778,Dettingen (T),Dettingen (T)
5005779,Owen,Owen
5005780,Brucken,Brucken
5005781,Unterlenningen,Unterlenningen
5005782,Sersheim,Sersheim
5005785,Walheim,Walheim
5005786,Oppenweiler,Oppenweiler
5005787,Fornsbach,Fornsbach
5005789,Urbach,Urbach
5005790,Miedelsbach-Steinenberg,Miedelsbach-Steinenberg
5005791,Michelau,Michelau
5005792,Schlechtbach,Schlechtbach
5005793,Frickenhausen,Frickenhausen
5005794,Neuffen,Neuffen
5005795,Schwieberdingen,Schwieberdingen
5005797,Feuerwehrgerätehaus,Waiblingen Feuerwehrgerätehaus
5005798,Metzinger Straße,Bonl. Metzinger Straße
5005799,Schwarzwaldstraße,Bietigheim Schwarzwaldstr.
5005801,Nord,Rudersberg Nord
5005802,Hauptschule,Geradstetten Hauptschule
5005803,Mitte,Haubersbronn Mitte
5005804,Hammerschlag,Schorndorf Hammerschlag
5005805,Kirchplatz,Grunbach Kirchplatz
5005806,Am Rosengarten,Beutelsbach Am Rosengarten
5005807,Panzerkaserne,Böblingen Panzerkaserne
5005810,Im Weizen,Kornwestheim Im Weizen
5005811,Roßwag Sporthalle,Roßwag Sporthalle
5005818,Schwertstraße,Sindelf. Schwertstraße
5005819,Neckartailfingen,Neckartailfingen
5005820,Tübinger Straße,Neckartailfingen Tübinger Str.
5005822,Esslinger Straße,Plochingen Esslinger Str.
5005823,Greutstraße,Gebersheim Greutstr.
5005824,Carl-Zeiss-Straße,Gebersheim Carl-Zeiss-Str.
5005825,Minigolfplatz,Rutesheim Minigolfplatz
5005826,Schillerstraße,Rutesheim Schillerstraße
5005827,Siemensstraße,Rutesheim Siemensstraße
5005828,Festhalle,Rutesheim Festhalle
5005829,Schulzentrum,Rutesheim Schulzentrum
5005831,Gebersheimer Straße,Rutesheim Gebersheimer Straße
5005833,Gewerbegebiet Steige,Rutesheim Gewerbegebiet Steige
5005834,Heuweg,Rutesheim Heuweg
5005835,Lessingstraße,Rutesheim Lessingstraße
5005836,Rathaus,Rutesheim Rathaus
5005837,Hauptstraße (Kreisel),Perouse Hauptstr. (Kreisel)
5005838,Riemenmühle,Merklingen Riemenmühle
5005839,Industriestraße,Merklingen Industriestr.
5005841,Metzelwiesen,Merklingen Metzelwiesen
5005843,Gewerbegebiet Nord,Heimerd. Gewerbegebiet Nord
5005844,Industriegebiet Ost,Ditz. Industriegebiet Ost
5005845,Perouser Straße,Malmsheim Perouser Str.
5005846,Kirche,Malmsheim Kirche
5005847,Wankelstraße,Malmsheim Wankelstraße
5005848,Rathaus,Malmsh. Rathaus
5005851,Robert-Bosch-Campus,Malmsheim Robert-Bosch-Campus
5005852,Tigerstraße,Tigerstraße
5005854,Auberlenweg,Auberlenweg
5005856,Unterrieden Gymnasium,Maich. Unterrieden Gymasium
5005857,Stiftsgymnasium,Sindelf. Stiftsgymnasium
5005858,Roßdorf,Nürtingen Roßdorf
5005859,Kelterstraße,Frickenhausen Kelterstr.
5005860,Bildungszentrum,Markgr. Bildungszentrum
5005861,Furtbachschule,Möglingen Furtbachschule
5005862,Heyd-Schule,Markgr. Heyd-Schule
5005863,Vorstadt,Nürtingen Vorstadt
5005864,Balzholzer Straße,Beuren Balzholzer Str.
5005865,Stuttgarter Straße,Vaihingen (E) Stuttgarter Str.
5005868,Gehrenwald,Gehrenwald
5005869,Karl-Georg-Pfleiderer-Straße,Hertm. K.-G.-Pfleid.-Str.
5005871,Weinbergstraße,Hochdorf Weinbergstraße
5005873,Krankenhaus,Vaihingen (E) Krankenhaus
5005875,Steinbeisstraße,Vaihingen (E) Steinbeisstr.
5005876,Eberdinger Straße,Hochdorf (E) Eberdinger Str.
5005878,Sternbergstraße,Frickenhausen Sternbergstr.
5005879,Vaihingen (E),Vaihingen (E)
5005880,Neue Bahnhofstraße,Vaihingen (E) Neue Bahnhofstr.
5005881,Dreschhalle,Gündelbach Dreschhalle
5005882,Hildenstraße,Gündelbach Hildenstr.
5005883,Buchenrain,Ochsenbach Buchenrain
5005884,Osterwiesenweg,Kleinglattb. Osterwiesenweg
5005885,Nußdorfer Straße,Aurich Nußdorfer Straße
5005888,Bannhalde,Großsachsh. Bannhalde
5005889,Weingartstraße,Denkendorf Weingartstraße
5005890,Zimmerer Pfad,Großsachsh. Zimmerer Pfad
5005891,Holderbüschle,Großsachsh. Holderbüschle
5005896,Etterstraße,Schlattstall Etterstraße
5005897,Gutenberger Straße 17,Oberl. Gutenberger Str. 17
5005898,Weberstraße,Nürtingen Weberstraße
5005900,Bettlinger Forum,Großbettl. Bettlinger Forum
5005901,Albstraße,Großbettlingen Albstr.
5005903,Rathaus,Kohlberg Rathaus
5005908,Limburgschule/Kelterstraße,Weilh.(T) Limb.sch./Kelterstr.
5005910,Riedwiesen,Aich Riedwiesen
5005911,Wöhr-Tours-Depot,Weissach Wöhr-Tours-Depot
5005912,Bachstraße,Weissach Bachstraße
5005916,Ringstraße,Gerlingen Ringstraße
5005917,Forchenrainstraße,Gerlingen Forchenrainstr.
5005918,Strudelbachhalle,Weissach Strudelbachhalle
5005920,Feuerwehrmagazin,Ens. Feuerwehrmagazin
5005921,Grünäckerstraße,Sindelfingen Grünäckerstr.
5005922,Kleinbottwarer Straße,Steinh.(M) Kleinbottwarer Str.
5005923,Untere Lindenstraße,Waiblingen Untere Lindenstraße
5005924,Gewerbestraße (Akademie),Waibl. Gewerbestr. (Akademie)
5005925,Obere Bahnhofstraße,Waiblingen Obere Bahnhofstr.
5005926,Marktplatz (Böblinger Straße),Sindelf. Marktpl. (Böbl.Str.)
5005927,Marktplatz (Rathaus),Sindelf. Marktpl. (Rathaus)
5005929,Bartenweg,Sindelfingen Bartenweg
5005932,Stadtbahnhof,Vaihingen (E) Stadtbahnhof
5005933,Friedhof,Großingersheim Friedhof
5005934,Tiefengasse,Großingersheim Tiefengasse
5005935,Keplerstraße,Rutesheim Keplerstraße
5005936,Sporthalle Bühl,Rutesh. Sporthalle Bühl
5005937,Widdumhof,Rutesheim Widdumhof
5005941,Abzweig,Dätzingen Abzw.
5005943,Jahnstraße,Weil i. S. Jahnstraße
5005944,Ziegelhütte,Weil i. S. Ziegelhütte
5005946,Nebringer Straße,Bondorf Nebringer Straße
5005947,Hauptstraße,Weil i. S. Hauptstraße
5005948,Schule/Hallenbad,Weil i. S. Schule/Hallenbad
5005949,Karlstraße,Rommelshausen Karlstr.
5005950,Jesistraße,Waiblingen Jesistraße
5005951,Mühlweg,Beinstein Mühlweg
5005955,Alte Bundesstraße,Waiblingen Alte Bundesstr.
5005956,Eisentalstraße,Waiblingen Eisentalstraße
5005957,Schänzle,Waiblingen Schänzle
5005958,Friedhof,Waiblingen Friedhof
5005959,Grauhalde,Schorndorf Grauhalde
5005960,Burggymnasium,Schorndorf Burggymnasium
5005961,Künkelinhalle,Schorndorf Künkelinhalle
5005962,Talstraße,Schorndorf Talstraße
5005966,Friedhof,Weiler Friedhof
5005968,Industriegebiet,Birkmannsweiler Industriegeb.
5005969,Schlossstraße,Schorndorf Schlossstraße
5005970,Gottlob-Kamm-Platz,Schorndorf Gottlob-Kamm-Platz
5005971,Röhrachweg,Schorndorf Röhrachweg
5005973,Lindenweg,Schorndorf Lindenweg
5005974,Stuttgarter Straße,Schorndorf Stuttgarter Str.
5005975,Neuer Friedhof,Schorndorf Neuer Friedhof
5005976,Auerhahnstraße,Schorndorf Auerhahnstraße
5005977,Epplerinweg,Schorndorf Epplerinweg
5005978,Reinhold-Maier-Platz,Schornd. Reinhold-Maier-Platz
5005979,Hohenstaufenstraße,Schorndorf Hohenstaufenstr.
5005980,Steinhalde,Plüderh. Steinhalde
5005983,Strümpfelbach,Strümpfelbach
5005984,Harbach,Murrhardt Harbach
5005985,Göckelhof,Kirchenk. Göckelhof
5005986,Schlossmühle,Kirchenkirnberg Schlossmühle
5005987,Marxenhof,Kirchenkirnberg Marxenhof
5005989,SOS Kinderdorf,Oberberk. SOS Kinderdorf
5005990,Schurwaldhalle,Oberberken Schurwaldhalle
5005991,Wolfsklingenweg,Winnenden Wolfsklingenweg
5005992,Burkhardshof,Birkmannsw. Burkhardshof
5005993,Abzweig Däfern,Lippoldsweiler Abzw. Däfern
5005994,Aichholzhof,Unterw. Aichholzhof
5005995,Bildungszentrum,Cottenw. Bildungszentrum
5005998,Frauenkreuz,Leonberg Frauenkreuz
5005999,Mauserstraße,Oßweil Mauserstraße
5006000,Ostfriedhof,Oßweil Ostfriedhof
5006001,Rohr,Rohr
5006002,Vaihingen,Vaihingen
5006004,Vaihingen Schillerplatz,Vaihingen Schillerplatz
5006006,Vaihingen Bf (Ost),Vaihingen Bf (Ost)
5006007,Berghaustraße,Berghaustraße
5006008,Universität,Universität
5006009,Kaltental,Kaltental
5006010,Waldeck,Waldeck
5006011,Katzenbachstraße,Katzenbachstraße
5006012,Fanny-Leicht-Straße,Fanny-Leicht-Straße
5006013,Hegel-Gymnasium,Hegel-Gymnasium
5006014,Rohr Mitte,Rohr Mitte
5006015,Pestalozzi-Schule,Pestalozzi-Schule
5006016,Albblick,Albblick
5006017,Erwin-Schoettle-Platz,Erwin-Schoettle-Platz
5006018,Nobelstraße,Nobelstraße
5006019,Marienplatz,Marienplatz
5006020,Österreichischer Platz,Österreichischer Platz
5006021,Universität (Schleife),Universität (Schleife)
5006022,Schlossplatz,Schlossplatz
5006023,Dorotheenstraße,Dorotheenstraße
5006024,Staatsgalerie,Staatsgalerie
5006026,Ruppmannstraße,Ruppmannstraße
5006027,Österfeld,Österfeld
5006038,Stuttgarter Straße,Fellb. Stuttgarter Straße
5006039,Mozartstraße,Fellbach Mozartstraße
5006040,Lutherkirche,Fellbach Lutherkirche
5006041,Cannstatter Platz,Fellbach Cannstatter Platz
5006042,Stuttgarter Platz,Fellbach Stuttgarter Pl.
5006043,Breuningerland,Sindelf. Breuningerland
5006045,Rathaus,Höfingen Rathaus
5006046,Lindenplatz,Steinbach Lindenplatz
5006049,Lachentorstraße,Höfingen Lachentorstr.
5006050,Hirschlander Straße,Höfingen Hirschlander Str.
5006051,Alter Bahnhofweg,Höfingen Alter Bahnhofweg
5006052,Schwabstraße,Schwabstraße
5006054,Strohgäustraße,Leonberg Strohgäustraße
5006055,Feuerbacher Straße,Leonberg Feuerbacher Str.
5006056,Stadtmitte,Stadtmitte
5006060,Ostendplatz,Ostendplatz
5006068,Hegel-/Seidenstraße,Hegel-/Seidenstr.
5006069,Bismarckplatz,Bismarckplatz
5006070,Hölderlinplatz,Hölderlinplatz
5006071,Russische Kirche,Russische Kirche
5006072,Rosenberg-/Seidenstraße,Rosenberg-/Seidenstraße
5006073,Berliner Platz (Liederhalle),Berliner Platz (Liederhalle)
5006074,Rathaus,Rathaus
5006075,Charlottenplatz,Charlottenplatz
5006078,Tal-/Landhausstraße,Tal-/Landhausstraße
5006080,Neckarpark,Neckarpark
5006085,Untertürkheim,Untertürkheim
5006091,Obertürkheim,Obertürkheim
5006098,Eiernest,Eiernest
5006099,Dornhaldenstraße,Dornhaldenstraße
5006100,Lerchenrainschule,Lerchenrainschule
5006101,Marienhospital,Marienhospital
5006102,Waldfriedhof,Waldfriedhof
5006105,Salzwiesenstraße,Salzwiesenstraße
5006109,Hohensteinstraße,Hohensteinstraße
5006112,Hauptbf (Arnulf-Klett-Platz),Hauptbf (Arnulf-Klett-Platz)
5006113,Pragsattel,Pragsattel
5006114,Löwentorbrücke,Löwentorbrücke
5006115,Hauptbahnhof (oben),Hauptbahnhof (oben)
5006116,Stadtbibliothek,Stadtbibliothek
5006118,Hauptbahnhof (tief),Hauptbahnhof (tief)
5006119,Olgaeck,Olgaeck
5006121,Eugensplatz,Eugensplatz
5006122,Heidehofstraße,Heidehofstraße
5006127,Stelle,Stelle
5006128,Ruhbank (Fernsehturm),Ruhbank (Fernsehturm)
5006130,Schemppstraße,Schemppstraße
5006133,Heumaden Bockelstraße,Heumaden Bockelstraße
5006134,Sillenbuch,Sillenbuch
5006135,Geschwister-Scholl-Gymnasium,Geschwister-Scholl-Gymnasium
5006136,Kemnater Straße,Kemnater Straße
5006147,Roßbachstraße,Roßbachstraße
5006149,Weilimdorf Löwen-Markt,Weilimdorf Löwen-Markt
5006155,Hohewartstraße,Hohewartstraße
5006157,Feuerbach,Feuerbach
5006160,Bopser,Bopser
5006163,Degerloch ZOB,Degerloch ZOB
5006164,Laustraße,Laustraße
5006165,Degerloch,Degerloch
5006166,Peregrinastraße,Peregrinastraße
5006167,Sonnenberg,Sonnenberg
5006168,Riedsee,Riedsee
5006169,Möhringen Bf,Möhringen Bf
5006171,Möhringen Freibad,Möhringen Freibad
5006172,Dornröschenweg,Dornröschenweg
5006173,Lohäckerstraße,Lohäckerstraße
5006179,Kerschensteinerschule,Kerschensteinerschule
5006180,Wilhelm-Geiger-Platz,Wilhelm-Geiger-Platz
5006184,Degerloch Epplestraße,Degerloch Epplestraße
5006200,Buchrain Friedhof,Buchrain Friedhof
5006201,Krehlstraße,Krehlstraße
5006202,Kurmärker Kaserne,Kurmärker Kaserne
5006203,Gründgensstraße,Gründgensstraße
5006206,Schwab-/Bebelstraße,Schwab-/Bebelstraße
5006210,Eltinger Straße,Eltinger Straße
5006213,Lindpaintnerstraße,Lindpaintnerstraße
5006214,Botnanger Sattel,Botnanger Sattel
5006219,Schloss-/Johannesstraße,Schloss-/Johannesstraße
5006221,Feuersee,Feuersee
5006223,Schlachthof,Schlachthof
5006249,Westbahnhof,Westbahnhof
5006250,Westbahnhof (Schleife),Westbahnhof (Schleife)
5006253,Rosensteinbrücke,Rosensteinbrücke
5006261,Löwentor,Löwentor
5006268,Johanneskirche,Johanneskirche
5006269,Zazenhausen Steigle,Zazenhausen Steigle
5006270,Mühlhausen,Mühlhausen
5006271,Mühlhausen Schloss,Mühlhausen Schloss
5006272,Bachhalde,Bachhalde
5006273,Max-Eyth-See,Max-Eyth-See
5006274,Alpseeweg,Alpseeweg
5006275,Nixenweg,Nixenweg
5006276,Schneideräckerstraße,Schneideräckerstraße
5006286,Freiberg Schulzentrum,Freiberg Schulzentrum
5006287,Freiberg,Freiberg
5006288,Mönchfeld,Mönchfeld
5006291,Tapachstraße,Tapachstraße
5006292,Fürfelder Straße,Fürfelder Straße
5006293,Schozacher Straße,Schozacher Straße
5006294,Zuffenhausen Kelterplatz,Zuffenhausen Kelterplatz
5006295,Nordbahnhof,Nordbahnhof
5006296,Rosensteinstraße,Rosensteinstraße
5006320,Obere Ziegelei,Obere Ziegelei
5006328,Fritz-Walter-Weg,Fritz-Walter-Weg
5006330,NeckarPark (Stadion),NeckarPark (Stadion)
5006332,Bad Cannstatt Wilhelmsplatz,Bad Cannstatt Wilhelmsplatz
5006333,Bad Cannstatt,Bad Cannstatt
5006334,Bad Cann. Wilhelmspl.(Badstr.),Bad Cann. Wilhelmspl.(Badstr.)
5006340,Zahnradbahnhof,Zahnradbahnhof
5006351,Sternhäule,Sternhäule
5006352,Landhaus,Landhaus
5006353,Landhauskreuzung,Landhauskreuzung
5006423,Feuerbach Bosch,Feuerbach Bosch
5006462,Zuffenhausen Porsche,Zuffenhausen Porsche
5006464,Morsestraße,Morsestraße
5006465,Zuffenhausen,Zuffenhausen
5006466,Pflugfelder Straße,Pflugfelder Straße
5006467,Ohmstraße (Zuffenhausen Bf),Ohmstraße (Zuffenhausen Bf)
5006468,Nußdorfer Straße,Eberd. Nußdorfer Straße
5006470,Normannenstraße,Weil der Stadt Normannenstr.
5006471,Blammerbergstraße,Weil der Stadt Blammerbergstr.
5006472,Alte Renninger Straße 111,Weil d. Stadt A. Renn. Str. 111
5006473,Alte Renninger Straße 49,Weil d. Stadt A. Renn. Str. 49
5006474,Alte Renninger Straße 19,Weil d. Stadt A. Renn. Str. 19
5006477,Gymnasium,Weil der Stadt Gymnasium
5006490,Kreisverkehr,Hirschlanden Kreisverkehr
5006491,Mercedesstraße,Hirschlanden Mercedesstr.
5006492,Nord,Hirschlanden Nord
5006493,Ditzenbrunner Straße,Ditzingen Ditzenbrunner Str.
5006494,Friedhof,Thomashardt Friedhof
5006495,Stuttgarter Straße,Reichenb.(F) Stuttgarter Str.
5006496,Blumen-/Wilhelmstraße,Reichenb.(F) Blumen-/Wilh.str.
5006498,Ulmer Straße,Reichenb.(F) Ulmer Straße
5006499,Schorndorfer Straße,Reichenb.(F) Schorndorfer Str.
5006500,Fellbach,Fellbach
5006501,Kaisereiche,Schlichten Kaisereiche
5006502,Strutstraße,Schlichten Strutstraße
5006503,Botnang,Botnang
5006504,Neuffenstraße,Reichenbach (F) Neuffenstr.
5006505,Hertichstraße 73,Eltingen Hertichstr. 73
5006506,Gymnasium,Holzgerlingen Gymnasium
5006507,Bludenzer Straße,Maubach Bludenzer Str.
5006509,Täferhalde,Unterweissach Täferhalde
5006511,Herweghstraße,Herweghstraße
5006512,Tannbachbrücke,Miedelsbach Tannbachbrücke
5006513,Theodor-Heuss-Straße,Oberriexingen Th.-Heuss-Str.
5006514,Mörikestraße,Oberriexingen Mörikestraße
5006515,Carl-Benz-Straße,Ottmarsheim Carl-Benz-Str.
5006516,Carl-Zeiss-Straße,Ottmarsheim Carl-Zeiss-Str.
5006517,Roter Baum,Oberriexingen Roter Baum
5006518,Marbacher Straße,Großaspach Marbacher Str.
5006521,Hohenackerstraße,Schmiden Hohenackerstr.
5006523,Gewerbegebiet,Thomashardt Gewerbegebiet
5006524,Besigheimer Straße,Ottmarsheim Besigheimer Straße
5006554,Plieningen Garbe,Plieningen Garbe
5006555,Plieningen,Plieningen
5006567,Reutlinger Straße,Reutlinger Straße
5006568,Waldenbucher Platz,Waldenbucher Platz
5006570,Albschule,Albschule
5006571,Hohe Eiche,Hohe Eiche
5006572,Weidachtal,Weidachtal
5006580,Fasanenhof Abzweig,Fasanenhof Abzw.
5006627,Benzstraße,Urbach Benzstraße
5006629,Kapffstraße,Urbach Kapffstr.
5006631,Rötlensweg,Backnang Rötlensweg
5006632,Mittelschöntal,Backnang Mittelschöntal
5006633,Korber Straße,Kleinheppach Korber Straße
5006634,Obsthalde,Beinstein Obsthalde
5006636,Kleinheppacher Straße,Beinstein Kleinheppacher Str.
5006637,Rossäcker,Beinstein Rossäcker
5006638,Hausweinberg,Beinstein Hausweinberg
5006639,Neuwirtshaus Gaststätte,Neuwirtshaus Gaststätte
5006640,Schule,Alfdorf Schule
5006641,Döllenstraße,Alfdorf Döllenstraße
5006642,Brend,Pfahlbronn Brend
5006643,Burgholz,Pfahlbronn Burgholz
5006644,Hüttenbühl,Vordersteinenberg Hüttenbühl
5006645,Mannholz,Pfahlbronn Mannholz
5006647,Rienharz,Pfahlbronn Rienharz
5006648,Heinlesmühle,Vordersteinenberg Heinlesmühle
5006651,Hardtwaldhalle,Kleinasp. Hardtwaldhalle
5006652,Sinzenburg,Kleinaspach Sinzenburg
5006656,Karlshof,Kleinaspach Karlshof
5006659,Schulerhof,Bürg Schulerhof
5006660,BBW,Schelmenholz BBW
5006661,Eschenweg,Schelmenh. Eschenweg
5006662,Theodor-Heuss-Platz,Schelmenh. Th.-Heuss-Platz
5006663,Stöckenhofer Straße,Hertm. Stöckenhofer Str.
5006664,Baacher Weg,Hertm. Baacher Weg
5006665,Wiesentalstraße,Schnait Wiesentalstraße
5006666,Hintere Tos,Backnang Hintere Tos
5006667,Seegutstraße,Cottenw. Seegutstraße
5006668,Hintersteinenberg Süd,Vorderst. Hinterst. Süd
5006669,Greuthöfle,Vordersteinenberg Greuthöfle
5006671,Heumaden,Kaisersbach Heumaden
5006672,Kindergarten,Jux Kindergarten
5006674,Mettelbach,Kirchenk. Mettelbach
5006675,Lindentaler Straße,Schlechtbach Lindentaler Str.
5006676,Schneider,Neustadt Schneider
5006677,Salierschule,Waiblingen Salierschule
5006680,Reithalle,Schorndorf Reithalle
5006682,Friedenskirche,Urbach Friedenskirche
5006683,Birkenallee (Bahnunterführung),Plüd. Birkenallee (Bahnunterf.)
5006684,Nelkenstraße,Plüderh. Nelkenstraße
5006685,Firma Bauknecht,Welzheim Firma Bauknecht
5006686,Gschwender Straße,Welzheim Gschwender Str.
5006687,Staigacker,Backnang Staigacker
5006688,Eichwald,Backnang Eichwald
5006689,Schwammhof,Murrhardt Schwammhof
5006690,Waltersberg,Murrhardt Waltersberg
5006691,Banrain,Urbach Banrain
5006692,Schloss,Urbach Schloss
5006693,Erlenstraße,Schorndorf Erlenstraße
5006694,Schorndorfer Straße,Urbach Schorndorfer Str.
5006695,Hölderlinweg,Urbach Hölderlinweg
5006696,Feuerwehr,Urbach Feuerwehr
5006697,Seehalde,Urbach Seehalde
5006698,Burgstraße,Urbach Burgstraße
5006699,Haubersbronner Straße,Urbach Haubersbronner Str.
5006700,Sonnenhalde,Hofen Sonnenhalde
5006701,Danziger Weg,Sersheim Danziger Weg
5006703,Goethestraße,Kohlberg Goethestraße
5006707,Schillerstraße,Kohlberg Schillerstraße
5006708,Sportplatz,Altenriet Sportplatz
5006709,Wasserwerk,Neckartailf. Wasserwerk
5006710,Quadrium,Wernau (N) Quadrium
5006713,Weinbergstraße,Reichenbach (F) Weinbergstr.
5006715,Rathaus,Oberlenningen Rathaus
5006716,Wolfenmühle,Schönaich Wolfenmühle
5006717,Grotzstraße (Friedhof),Bissingen Grotzstr. (Friedhof)
5006718,Schlossstraße,Kleiningersh. Schlossstr.
5006719,Bietigheimer Straße,Metterz. Bietigheimer Str.
5006720,Kelterstraße,Biss. Kelterstraße
5006721,Aussiedlerhöfe,Hofen Aussiedlerhöfe
5006722,Bruckenstraße,Wernau (N) Bruckenstraße
5006723,Adlerstraße,Wernau (N) Adlerstraße
5006724,Königsberger Straße,Wernau (N) Königsberger Straße
5006726,Kirche Sankt Magnus,Wernau (N) Kirche Sankt Magnus
5006727,Griebenäcker,Plattenhardt Griebenäcker
5006728,Uhlberg,Plattenhardt Uhlberg
5006729,Schwabengalerie,Schwabengalerie
