Nummer;Name;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
2127;Veilchenweg;Leinfelden Veilchenweg;de:08116:2127;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;Bus;38,E;30038_,30038a;2;30;9,136043;48,70237149
2129;Manosquer Straße;Leinfelden Manosquer Straße;de:08116:2129;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;Bus;38,E;30038_,30038a;2;30;9,131927651;48,70279895
2130;Zaunacker;Echterdingen Zaunacker;de:08116:2130;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;Bus;36,806;30036_,31806_;2;30,31;9,177454133;48,68749529
2131;Spaichinger Straße;Spaichinger Straße;de:08111:2131;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";65,66,N7;30065_,30066_,33007_;3;30,33;9,215150339;48,74314824
2132;Nikolaus-Otto-Straße;Echterd. Nikolaus-Otto-Straße;de:08116:2132;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;Bus;35,38,E;30035_,30038_,30038a;3;30;9,162704923;48,69606003
2135;Froschegert;Grötzingen Froschegert;de:08116:2135;8116081;Aichtal;Grötzingen;ES;49,59;Bus;E,167,190;30036a,30075a,31167_,31190_;4;30,31;9,251908834;48,63308605
2136;Forststraße;Stetten (F) Forststraße;de:08116:2136;8116078;Leinfeld.-Echterd.;Stetten (F);ES;38;Bus;38,E;30038_,30038a;2;30;9,173168625;48,66564099
2138;Sonnenhalde;Musberg Sonnenhalde;de:08116:2138;8116078;Leinfeld.-Echterd.;Musberg;ES;38;Bus;38,E,82,86;30038_,30038a,30082_,30086_;4;30;9,119023413;48,69230084
2141;Magellanstraße;Echterdingen Magellanstr.;de:08116:2141;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;Bus;35,38,E;30035_,30038_,30038a;3;30;9,160348708;48,69412096
2142;Kelterrain;Echterdingen Kelterrain;de:08116:2142;8116078;Leinfeld.-Echterd.;Echterdingen;ES;38;Bus;828;31828_;1;31;9,150172856;48,68441382
2143;Möhringer Straße;Sielmingen Möhringer Straße;de:08116:2143;8116077;Filderstadt;Sielmingen;ES;38,39;Nachtbus;N92;34092_;1;34;9,237169994;48,67532855
2144;Reutlinger Straße;Sielmingen Reutlinger Straße;de:08116:2144;8116077;Filderstadt;Sielmingen;ES;38,39;Nachtbus;N92;34092_;1;34;9,230815356;48,6694154
2186;Grünlingweg/Rotwiesenstraße;Grünlingweg/Rotwiesenstraße;de:08111:2186;8111000;Stuttgart;Stuttgart;S;20;Bus;70,71;30070_,30071_;2;30;9,205425567;48,73240209
2187;Buchwald;Buchwald;de:08111:2187;8111000;Stuttgart;Stuttgart;S;10;Bus;45,64;30045_,30064_;2;30;9,211435919;48,77163409
2188;Fuchsrain;Fuchsrain;de:08111:2188;8111000;Stuttgart;Stuttgart;S;10;Bus;45;30045_;1;30;9,20816772;48,77087571
2189;Albert-Schäffle-Straße;Albert-Schäffle-Straße;de:08111:2189;8111000;Stuttgart;Stuttgart;S;10;Bus;45;30045_;1;30;9,204253107;48,77171003
2190;Doggenburg;Doggenburg;de:08111:2190;8111000;Stuttgart;Stuttgart;S;10;"Nachtbus;Bus";43,50,748,N2;30043_,30050_,31748_,33002_;4;30,31,33;9,151189871;48,78776257
2191;Viktor-Köchl-Weg;Viktor-Köchl-Weg;de:08111:2191;8111000;Stuttgart;Stuttgart;S;10;Bus;43;30043_;1;30;9,15511076;48,78826991
2192;Schottstraße;Schottstraße;de:08111:2192;8111000;Stuttgart;Stuttgart;S;10;Bus;43;30043_;1;30;9,159758161;48,79039473
2193;Ehrenhalde;Ehrenhalde;de:08111:2193;8111000;Stuttgart;Stuttgart;S;10;Bus;43;30043_;1;30;9,16037568;48,78773213
2194;Dillmannstraße;Dillmannstraße;de:08111:2194;8111000;Stuttgart;Stuttgart;S;10;Bus;43;30043_;1;30;9,160467429;48,78663493
2195;Hölderlinstraße;Hölderlinstraße;de:08111:2195;8111000;Stuttgart;Stuttgart;S;10;Bus;43;30043_;1;30;9,166206143;48,7854128
2196;Linden-Museum;Linden-Museum;de:08111:2196;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";40,42,43,N10;30040_,30042_,30043_,33010_;4;30,33;9,170795099;48,7823037
2198;Wilhelm-/Olgastraße;Wilhelm-/Olgastraße;de:08111:2198;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";43,N1;30043_,33001_;2;30,33;9,180614389;48,7695285
2199;Falbenhennenstraße;Falbenhennenstraße;de:08111:2199;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";43,N1;30043_,33001_;2;30,33;9,17857716;48,76664513
2200;Gablenberg;Gablenberg;de:08111:2200;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";42,45,N9;30042_,30045_,33009_;3;30,33;9,203613447;48,77500238
2201;Libanonstraße;Libanonstraße;de:08111:2201;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";42,45,N9;30042_,30045_,33009_;3;30,33;9,206564529;48,77800056
2202;Wagenburgstraße;Wagenburgstraße;de:08111:2202;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";40,42,45,N9;30040_,30042_,30045_,33009_;4;30,33;9,207927466;48,78184684
2203;Katharinenhospital;Katharinenhospital;de:08111:2203;8111000;Stuttgart;Stuttgart;S;10;"Nachtbus;Bus";40,42,N10;30040_,30042_,33010_;3;30,33;9,174485686;48,78317042
2204;Rosenberg-/Johannesstraße;Rosenberg-/Johannesstraße;de:08111:2204;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";41,42,N10;30041_,30042_,33010_;3;30,33;9,159901273;48,77979253
2205;Rosenbergplatz;Rosenbergplatz;de:08111:2205;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";42,N10;30042_,33010_;2;30,33;9,155801515;48,77844931
2206;Bruderhaus;Bruderhaus;de:08111:2206;8111000;Stuttgart;Stuttgart;S;20,36,37;Bus;92;30092_;1;30;9,082848661;48,75608022
2207;Schwab-/Reinsburgstraße;Schwab-/Reinsburgstraße;de:08111:2207;8111000;Stuttgart;Stuttgart;S;10;"Nachtbus;Bus";42,92,N10;30042_,30092_,33010_;3;30,33;9,159552052;48,76839068
2208;Schickhardtschule;Schickhardtschule;de:08111:2208;8111000;Stuttgart;Stuttgart;S;10;"Nachtbus;Bus";42,N10;30042_,33010_;2;30,33;9,160849624;48,76578108
2209;Rudolf-Sophien-Stift;Rudolf-Sophien-Stift;de:08111:2209;8111000;Stuttgart;Stuttgart;S;10,2;"Bus;Nachtbus";92,N1;30092_,33001_;2;30,33;9,126619296;48,75815343
2210;Daimlersteg;Sindelfingen Daimlersteg;de:08115:2210;8115045;Sindelfingen;Sindelfingen;BB;47,48;"Bus;Nachtbus";84,707,717,718,749,766,N60;30084_,31707_,31717_,31718_,31749_,31766_,34060_;7;30,31,34;8,994262199;48,70575264
2211;Drosselweg;Sindelfingen Drosselweg;de:08115:2211;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;84,712;30084_,31712_;2;30,31;9,026843619;48,70706239
2212;Feldbergstraße;Sindelfingen Feldbergstraße;de:08115:2212;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;84,91,701,703,708;30084_,30091_,31701_,31703_,31708_;5;30,31;9,008694809;48,72543689
2213;Eltinger Straße;Sindelfingen Eltinger Straße;de:08115:2213;8115045;Sindelfingen;Sindelfingen;BB;47,48;Nachtbus;N73;34073_;1;34;9,000458004;48,72053637
2214;Messehalle;Sindelfingen Messehalle;de:08115:2214;8115045;Sindelfingen;Sindelfingen;BB;47,48;"Bus;Nachtbus";84,N73;30084_,34073_;2;30,34;9,038717536;48,70565612
2216;Pfarrwiesengymnasium;Sindelfingen Pfarrwiesengymn.;de:08115:2216;8115045;Sindelfingen;Sindelfingen;BB;47,48;"Bus;Nachtbus";84,91,701,703,704,708,722,745,749,N73;30084_,30091_,31701_,31703_,31704_,31708_,31722_,31745_,31749_,34073_;10;30,31,34;9,006764309;48,7223706
2218;Rotbühl;Sindelfingen Rotbühl;de:08115:2218;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;84,631,701,703;30084_,31631_,31701_,31703_;4;30,31;9,003393257;48,71653466
2220;Spitzholzstraße;Sindelfingen Spitzholzstraße;de:08115:2220;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;84,91,701,703,708;30084_,30091_,31701_,31703_,31708_;5;30,31;9,004182437;48,72697487
2221;Stadion;Sindelfingen Stadion;de:08115:2221;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;84,703,704,715,722;30084_,31703_,31704_,31715_,31722_;5;30,31;8,995362369;48,71006907
2222;Mercedes-Benz Hst. A;Sindelf. Mercedes-Benz Hst. A;de:08115:2222;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;703,749,752;31703_,31749_,31752_,31752q;4;31;8,992795695;48,69925999
2223;Waldheim;Sindelfingen Waldheim;de:08115:2223;8115045;Sindelfingen;Sindelfingen;BB;38,48;Bus;84;30084_;1;30;9,061750528;48,71966522
2224;Zimmerstraße;Sindelfingen Zimmerstraße;de:08115:2224;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;84,703,722;30084_,31703_,31722_;3;30,31;8,997223743;48,71356719
2225;Mahdentalstraße;Sindelf. Mahdentalstraße;de:08115:2225;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;84,712;30084_,31712_;2;30,31;9,032536559;48,70706089
2226;Mercedes-Benz Hst. B;Sindelf. Mercedes-Benz Hst. B;de:08115:2226;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;703,749,752;31703_,31749_,31752_,31752q;4;31;8,99120661;48,69713766
2227;Stadthalle;Sindelfingen Stadthalle;de:08115:2227;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;84,708,712,722;30084_,31708_,31712_,31722_;4;30,31;9,010023289;48,70867482
2228;Mercedes-Benz Hst. C;Sindelf. Mercedes-Benz Hst. C;de:08115:2228;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;703,749,752;31703_,31749_,31752_,31752q;4;31;8,990880664;48,69667902
2229;Mercedes-Benz Hst. D;Sindelf. Mercedes-Benz Hst. D;de:08115:2229;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;703,749,752;31703_,31749_,31752_,31752q;4;31;8,992496887;48,69882833
2230;Mercedes-Benz Hst. E;Sindelf. Mercedes-Benz Hst. E;de:08115:2230;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;703,749,752;31703_,31749_,31752_,31752q;4;31;8,995580299;48,70313588
2231;Mercedes-Benz Hst. F;Sindelf. Mercedes-Benz Hst. F;de:08115:2231;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;703,749,752;31703_,31749_,31752_,31752q;4;31;8,99583841;48,70344163
2233;Mercedes-Benz Hst. H;Sindelf. Mercedes-Benz Hst. H;de:08115:2233;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;703;31703_;1;31;8,996001538;48,70201183
2234;Mercedes-Benz Hst. I;Sindelf. Mercedes-Benz Hst. I;de:08115:2234;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;703,749,752,754,760,761,761A,763;31703_,31749_,31752_,31752q,31754_,31754q,31760_,31760q,31761_,31761a,31761q,31763_;12;31;8,985270926;48,69479903
2235;Killesberg;Killesberg;de:08111:2235;8111000;Stuttgart;Stuttgart;S;10;"Bus;Stadtbahn;Nachtbus";U5,U17,43,44,50,57,N2;20005_,20017_,30043_,30044_,30050_,30057_,33002_;7;20,30,33;9,171356969;48,79939733
2236;Oskar-Schlemmer-Straße;Oskar-Schlemmer-Straße;de:08111:2236;8111000;Stuttgart;Stuttgart;S;10;Bus;43,57;30043_,30057_;2;30;9,17322732;48,80099516
2237;Mercedes-Benz Hst. K;Sindelf. Mercedes-Benz Hst. K;de:08115:2237;8115045;Sindelfingen;Sindelfingen;BB;47,48;Bus;703,749,752,754,760,761,761A,763;31703_,31749_,31752_,31752q,31754_,31754q,31760_,31760q,31761_,31761a,31761q,31763_;12;31;8,984075459;48,69514059
2241;Kunstakademie;Kunstakademie;de:08111:2241;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";44,N2;30044_,33002_;2;30,33;9,175412695;48,79922035
2242;Viergiebelweg;Viergiebelweg;de:08111:2242;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";44,N2;30044_,33002_;2;30,33;9,175485364;48,79664843
2243;Obere Mönchhalde;Obere Mönchhalde;de:08111:2243;8111000;Stuttgart;Stuttgart;S;10;"Nachtbus;Bus";44,N2;30044_,33002_;2;30,33;9,17433231;48,79385357
2244;Helfferichstraße;Helfferichstraße;de:08111:2244;8111000;Stuttgart;Stuttgart;S;10;"Nachtbus;Bus";44,N2;30044_,33002_;2;30,33;9,170988335;48,79108895
2245;Am Kriegsbergturm;Am Kriegsbergturm;de:08111:2245;8111000;Stuttgart;Stuttgart;S;10;"Nachtbus;Bus";44,N2;30044_,33002_;2;30,33;9,174101089;48,78997822
2246;Im Kaisemer;Im Kaisemer;de:08111:2246;8111000;Stuttgart;Stuttgart;S;10;"Nachtbus;Bus";44,N2;30044_,33002_;2;30,33;9,175878291;48,78837487
2247;Postdörfle;Postdörfle;de:08111:2247;8111000;Stuttgart;Stuttgart;S;10;"Nachtbus;Bus";44,N2;30044_,33002_;2;30,33;9,177497362;48,78826447
2248;Kleiststraße;Kleiststraße;de:08111:2248;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";44,N2;30044_,33002_;2;30,33;9,145318373;48,77156591
2250;Am Römerkastell;Am Römerkastell;de:08111:2250;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";52,56,N4;30052_,30056_,33004_;3;30,33;9,208385515;48,81350806
2251;Altenburg;Altenburg;de:08111:2251;8111000;Stuttgart;Stuttgart;S;20;Bus;52,56;30052_,30056_;2;30;9,209942764;48,81146397
2252;Martinskirche;Martinskirche;de:08111:2252;8111000;Stuttgart;Stuttgart;S;20;Bus;52,56;30052_,30056_;2;30;9,210757674;48,80774865
2257;Zuckerfabrik;Zuckerfabrik;de:08111:2257;8111000;Stuttgart;Stuttgart;S;20;Bus;56;30056_;1;30;9,214988114;48,81961967
2258;Nastplatz;Nastplatz;de:08111:2258;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";56,N4;30056_,33004_;2;30,33;9,212535449;48,81604529
2259;Dessauer Straße;Dessauer Straße;de:08111:2259;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Bus";56,N4;30056_,33004_;2;30,33;9,212996248;48,81874213
2260;Bottroper Straße;Bottroper Straße;de:08111:2260;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn;Bus";U12,56,N4;20012_,30056_,33004_;3;20,30,33;9,210091361;48,82093261
2261;Bismarckstaffel;Bismarckstaffel;de:08111:2261;8111000;Stuttgart;Stuttgart;S;10;Bus;92;30092_;1;30;9,146985907;48,76958546
2262;Rotebühl-/Reinsburgstraße;Rotebühl-/Reinsburgstraße;de:08111:2262;8111000;Stuttgart;Stuttgart;S;10;Bus;92;30092_;1;30;9,151621426;48,76846438
2263;Seyfferstraße;Seyfferstraße;de:08111:2263;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";44,N2;30044_,33002_;2;30,33;9,152904045;48,76973959
2264;Silberburg-/Reinsburgstraße;Silberburg-/Reinsburgstraße;de:08111:2264;8111000;Stuttgart;Stuttgart;S;10;Bus;92;30092_;1;30;9,166333456;48,7704583
2265;Herbsthalde;Herbsthalde;de:08111:2265;8111000;Stuttgart;Stuttgart;S;10,2;"Bus;Nachtbus";40,50,N2;30040_,30050_,33002_;3;30,33;9,139817122;48,77462116
2270;Weilimdorf Bf;Weilimdorf Bf;de:08111:2270;8111000;Stuttgart;Stuttgart;S;20,36;"Bus;S-Bahn";S6,S60,90;10006_,10060_,30090_;3;10,3;9,094370086;48,82208416
2272;Waldebene Ost;Waldebene Ost;de:08111:2272;8111000;Stuttgart;Stuttgart;S;10;Bus;64;30064_;1;30;9,219787494;48,77128571
2301;Alte Steige;Gerlingen Alte Steige;de:08118:2301;8118019;Gerlingen;Gerlingen;LB;36;Bus;98,635;30098_,31635_;2;30,31;9,062031721;48,79287222
2302;Bopserwaldstraße;Gerlingen Bopserwaldstr.;de:08118:2302;8118019;Gerlingen;Gerlingen;LB;36;Bus;92,98;30092_,30098_;2;30;9,049928163;48,78873269
2303;Burgklinge;Gerlingen Burgklinge;de:08118:2303;8118019;Gerlingen;Gerlingen;LB;36;Bus;98;30098_;1;30;9,06665975;48,79331024
2304;Füllerstraße;Gerlingen Füllerstraße;de:08118:2304;8118019;Gerlingen;Gerlingen;LB;36;Bus;98;30098_;1;30;9,043849061;48,79340222
2305;Glemstal;Gerlingen Glemstal;de:08118:2305;8118019;Gerlingen;Gerlingen;LB;36;Bus;92;30092_;1;30;9,069821065;48,75706909
2306;Hirschbergstraße;Gerlingen Hirschbergstraße;de:08118:2306;8118019;Gerlingen;Gerlingen;LB;36;Bus;98;30098_;1;30;9,063826012;48,79111773
2307;Hofwiesenstraße;Gerlingen Hofwiesenstraße;de:08118:2307;8118019;Gerlingen;Gerlingen;LB;36;Bus;98;30098_;1;30;9,063541546;48,8028439
2308;Ramtel;Gerlingen Ramtel;de:08118:2308;8118019;Gerlingen;Gerlingen;LB;36,46;Bus;92,98;30092_,30098_;2;30;9,045003366;48,79056918
2309;Schleiermacherstraße;Leonberg Schleiermacherstr.;de:08115:2309;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus";94,RT94;31094_,50094_;2;31,5;9,022155388;48,79582749
2310;Planckstraße;Planckstraße;de:08111:2310;8111000;Stuttgart;Stuttgart;S;10;"Nachtbus;Bus";42,N9;30042_,33009_;2;30,33;9,203025255;48,77758423
2311;Straußstaffel;Straußstaffel;de:08111:2311;8111000;Stuttgart;Stuttgart;S;10;Bus;42;30042_;1;30;9,199806847;48,77914555
2312;Klinik Schillerhöhe;Gerl. Klinik Schillerhöhe;de:08118:2312;8118019;Gerlingen;Gerlingen;LB;36;Bus;92;30092_;1;30;9,072995438;48,78873826
2313;Schillerhöhe Bosch;Gerl. Schillerhöhe Bosch;de:08118:2313;8118019;Gerlingen;Gerlingen;LB;36;"Bus;Expressbus";92,98,X60;30092_,30098_,35X60_;3;30,35;9,063875727;48,78743083
2314;Schillerhöhe Post;Gerlingen Schillerhöhe Post;de:08118:2314;8118019;Gerlingen;Gerlingen;LB;36;Bus;92,98;30092_,30098_;2;30;9,066014593;48,78917413
2315;Schulstraße;Gerlingen Schulstraße;de:08118:2315;8118019;Gerlingen;Gerlingen;LB;36;Bus;635;31635_;1;31;9,064149724;48,79942647
2316;Solitude;Solitude;de:08111:2316;8111000;Stuttgart;Stuttgart;S;20,36;Bus;92;30092_;1;30;9,083852411;48,78694134
2317;Waldfreibad;Gerlingen Waldfreibad;de:08118:2317;8118019;Gerlingen;Gerlingen;LB;36,46;Bus;92;30092_;1;30;9,052175968;48,76498283
2318;Waldsiedlung;Gerlingen Waldsiedlung;de:08118:2318;8118019;Gerlingen;Gerlingen;LB;36;Bus;92,98;30092_,30098_;2;30;9,05607781;48,78729105
2319;Samariterstift;Leonberg Samariterstift;de:08115:2319;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus";94,RT94;31094_,50094_;2;31,5;9,021271683;48,79813869
2320;Bildstöckle;Leonberg Bildstöckle;de:08115:2320;8115028;Leonberg;Leonberg;BB;46;Bus;92;30092_;1;30;9,021219747;48,80392976
2321;Engelberg;Leonberg Engelberg;de:08115:2321;8115028;Leonberg;Leonberg;BB;46;Bus;92;30092_;1;30;9,027399206;48,8023188
2322;Gartenstadt;Leonberg Gartenstadt;de:08115:2322;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi;Nachtbus";94,634,652,653,653A,N62,RT653;31094_,31634_,31652_,31653_,31653a,34062_,50653_;7;31,34,50;8,993993904;48,80029879
2323;Justinus-Kerner-Straße;Leonberg Justinus-Kerner-Str.;de:08115:2323;8115028;Leonberg;Leonberg;BB;46;Bus;94;31094_;1;31;8,996267259;48,79823963
2324;Glemseck;Leonberg Glemseck;de:08115:2324;8115028;Leonberg;Leonberg;BB;36,46;Bus;92;30092_;1;30;9,040480717;48,76862951
2325;Golfplatz;Leonberg Golfplatz;de:08115:2325;8115028;Leonberg;Leonberg;BB;36,46;Bus;92,98;30092_,30098_;2;30;9,030718019;48,79801062
2326;Hirschberger Straße;Ramtel Hirschberger Str.;de:08115:2326;8115028;Leonberg;Ramtel;BB;46;"Ruftaxi;Bus";92,94,RT94;30092_,31094_,50094_;3;30,31,50;9,021445009;48,7898657
2327;Krankenhaus;Leonberg Krankenhaus;de:08115:2327;8115028;Leonberg;Leonberg;BB;46;"Bus;Nachtbus;Ruftaxi";94,631,632,634,652,653,653A,N62,RT653;31094_,31631_,31632_,31634_,31652_,31653_,31653a,34062_,50653_;9;31,34,50;9,002365438;48,80151285
2328;Leo-Center;Eltingen Leo-Center;de:08115:2328;8115028;Leonberg;Eltingen;BB;46;"Bus;Ruftaxi";92,94,631,632,651,RT94,RT632;30092_,31094_,31631_,31632_,31651_,50094_,50632_;7;30,31,50;9,010926413;48,79599102
2329;Johannes-Kepler-Gymnasium;Leonb. Joh.-Kepler-Gymnasium;de:08115:2329;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi;Nachtbus";92,94,631,632,634,635,651,652,653,653A,N62,RT94,RT632,RT651,RT653;30092_,31094_,31631_,31632_,31634_,31635_,31651_,31652_,31653_,31653a,34062_,50094_,50632_,50651_,50653_;15;30,31,34,50;9,011458292;48,80037922
2331;Mercedes-Benz Welt;Mercedes-Benz Welt;de:08111:2331;8111000;Stuttgart;Stuttgart;S;20;Bus;45,56;30045_,30056_;2;30;9,234915861;48,78881789
2332;Veielbrunnenweg;Veielbrunnenweg;de:08111:2332;8111000;Stuttgart;Stuttgart;S;20;Bus;45,56;30045_,30056_;2;30;9,220588236;48,79871988
2333;Römerstraße;Leonberg Römerstr.;de:08115:2333;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus;Nachtbus";92,94,631,632,633,634,635,651,652,653,653A,N62,RT94,RT632;30092_,31094_,31631_,31632_,31633_,31634_,31635_,31651_,31652_,31653_,31653a,34062_,50094_,50632_;14;30,31,34,50;9,003699128;48,79762812
2334;Rappenhof;Leonberg Rappenhof;de:08115:2334;8115028;Leonberg;Leonberg;BB;46;Bus;92;30092_;1;30;9,035300218;48,77208431
2335;Schumisberg;Leonberg Schumisberg;de:08115:2335;8115028;Leonberg;Leonberg;BB;46;Bus;92;30092_;1;30;9,032555376;48,77704893
2336;Waldfriedhof;Leonberg Waldfriedhof;de:08115:2336;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi";94,RT94;31094_,50094_;2;31,5;9,036127657;48,78739805
2338;Gerlinger Straße;Ramtel Gerlinger Str.;de:08115:2338;8115028;Leonberg;Ramtel;BB;46;"Bus;Ruftaxi";94,632,RT94,RT632;31094_,31632_,50094_,50632_;4;31,5;9,033789151;48,79059106
2339;Göppinger Straße;Ramtel Göppinger Str.;de:08115:2339;8115028;Leonberg;Ramtel;BB;46;"Ruftaxi;Bus";92,94,RT94,RT632;30092_,31094_,50094_,50632_;4;30,31,50;9,023539467;48,78699672
2340;Glemseckstraße;Eltingen Glemseckstraße;de:08115:2340;8115028;Leonberg;Eltingen;BB;46;"Bus;Ruftaxi";92,94,633,RT94,RT632;30092_,31094_,31633_,50094_,50632_;5;30,31,50;9,013088395;48,78804155
2341;Mörike-Schule;Eltingen Mörike-Schule;de:08115:2341;8115028;Leonberg;Eltingen;BB;46;"Bus;Ruftaxi";92,94,633,RT94,RT632;30092_,31094_,31633_,50094_,50632_;5;30,31,50;9,007101075;48,79170199
2342;Forsthaus II;Forsthaus II;de:08111:2342;8111000;Stuttgart;Stuttgart;S;20;Bus;92;30092_;1;30;9,090083244;48,7783489
2343;Cannstatter Wasen;Cannstatter Wasen;de:08111:2343;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U19;20069_;1;20;9,220183713;48,79649055
2344;Tennisplatz;Tennisplatz;de:08111:2344;8111000;Stuttgart;Stuttgart;S;20;Bus;92,748;30092_,31748_;2;30,31;9,124649108;48,76439631
2345;Belforter Platz;Leonberg Belforter Platz;de:08115:2345;8115028;Leonberg;Leonberg;BB;46;"Bus;Nachtbus;Ruftaxi";631,632,634,635,652,653,653A,N62,RT632;31631_,31632_,31634_,31635_,31652_,31653_,31653a,34062_,50632_;9;31,34,50;9,014288955;48,79813081
2346;Generatorstraße;Generatorstraße;de:08111:2346;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;30090_;1;30;9,105025474;48,8249794
2347;Kranstraße;Kranstraße;de:08111:2347;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;30090_;1;30;9,103449658;48,82689619
2348;Lilienthalstraße;Lilienthalstraße;de:08111:2348;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;30090_;1;30;9,108526558;48,82546173
2349;Seegarten;Leonberg Seegarten;de:08115:2349;8115028;Leonberg;Leonberg;BB;46;"Ruftaxi;Bus";94,RT94;31094_,50094_;2;31,5;9,017910308;48,79998271
2350;Motorstraße 24;Motorstraße 24;de:08111:2350;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;30090_;1;30;9,107522645;48,82727012
2351;Neue Ramtelstraße;Ramtel Neue Ramtelstr.;de:08115:2351;8115028;Leonberg;Ramtel;BB;46;"Bus;Ruftaxi";94,RT94;31094_,50094_;2;31,5;9,041396669;48,79035474
2352;Altstadt;Leonberg Altstadt;de:08115:2352;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi";92,635,651,RT651;30092_,31635_,31651_,50651_;4;30,31,50;9,016508949;48,80198821
2353;Tiroler Straße;Eltingen Tiroler Straße;de:08115:2353;8115028;Leonberg;Eltingen;BB;46;"Ruftaxi;Bus";92,94,632,RT94;30092_,31094_,31632_,50094_;4;30,31,50;9,017593769;48,79040591
2355;Törlensweg;Leonberg Törlensweg;de:08115:2355;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi";92,94,635,651,RT94,RT651;30092_,31094_,31635_,31651_,50094_,50651_;6;30,31,50;9,015746095;48,80029776
2356;Blosenbergkirche;Leonberg Blosenbergkirche;de:08115:2356;8115028;Leonberg;Leonberg;BB;46;"Bus;Ruftaxi";94,RT94;31094_,50094_;2;31,5;9,024197093;48,79596195
2357;Hemminger Straße;Hemminger Straße;de:08111:2357;8111000;Stuttgart;Stuttgart;S;20,36;Bus;90;30090_;1;30;9,098108379;48,82562399
2358;Elwertstraße;Elwertstraße;de:08111:2358;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Bus";45,N5;30045_,33005_;2;30,33;9,216926286;48,79862793
2359;Leonberger Dreieck;Eltingen Leonb. Dreieck;de:08115:2359;8115028;Leonberg;Eltingen;BB;46;Bus;92,94;30092_,31094_;2;30,31;9,017101492;48,78376064
2360;Leonberger Straße;Eltingen Leonberger Str.;de:08115:2360;8115028;Leonberg;Eltingen;BB;46;Bus;631,632;31631_,31632_;2;31;9,010612409;48,79171969
2370;Dieselstraße;Oeffingen Dieselstraße;de:08119:2370;8119020;Fellbach;Oeffingen;WN;20,32;"Bus;Nachtbus";60,N6;30060_,33006_;2;30,33;9,256157042;48,84164739
