Nummer;Name;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
2;Waldburgstraße;Waldburgstraße;de:08111:2;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";81,82,86,N10;30081_,30082_,30086_,33010_;4;30,33;9,107399378;48,7254586
5;Fauststraße;Fauststraße;de:08111:5;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn";U1,N10;20001_,33010_;2;20,33;9,114780916;48,73189003
6;Vaihingen Viadukt;Vaihingen Viadukt;de:08111:6;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U1;20001_;1;20;9,118916959;48,73339655
8;Engelboldstraße;Engelboldstraße;de:08111:8;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U1,N10;20001_,33010_;2;20,33;9,128062473;48,7374333
13;Südheimer Platz;Südheimer Platz;de:08111:13;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Seilbahn;Nachtbus";U1,U9,U34,20,N1;20001_,20009_,20034_,21020_,33001_;5;20,21,33;9,143479924;48,75664984
15;Bihlplatz;Bihlplatz;de:08111:15;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U1,U9,U34;20001_,20009_,20034_;3;20;9,151418363;48,75977799
25;Neckartor;Neckartor;de:08111:25;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Nachtbus";U1,U2,U4,U9,U14,N4,N6;20001_,20002_,20004_,20009_,20014_,33004_,33006_;7;20,33;9,189981937;48,78605037
26;Stöckach;Stöckach;de:08111:26;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Nachtbus";U1,U2,U4,U9,U14,N4,N6;20001_,20002_,20004_,20009_,20014_,33004_,33006_;7;20,33;9,195151337;48,78909911
27;Metzstraße;Metzstraße;de:08111:27;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U1,U2,U14;20001_,20002_,20014_;3;20;9,200471179;48,79217433
28;Mineralbäder;Mineralbäder;de:08111:28;8111000;Stuttgart;Stuttgart;S;10,2;Stadtbahn;U1,U2,U14;20001_,20002_,20014_;3;20;9,205730513;48,79693098
30;Mercedesstraße;Mercedesstraße;de:08111:30;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U1,U2;20001_,20002_;2;20;9,211827826;48,80003126
32;Uff-Kirchhof;Uff-Kirchhof;de:08111:32;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn";U1,U13,N6;20001_,20013_,33006_;3;20,33;9,225884224;48,80499524
33;Augsburger Platz;Augsburger Platz;de:08111:33;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn";U1,N6;20001_,33006_;2;20,33;9,230544311;48,80593019
34;Nürnberger Straße;Nürnberger Straße;de:08111:34;8111000;Stuttgart;Stuttgart;S;20;"S-Bahn;R-Bahn;Nachtbus;Stadtbahn";S2,S3,R2,R3,U1,N6;10002_,10003_,11002_,11003_,20001_,33006_;6;10,11,20,33;9,234576905;48,80656049
35;Antwerpener Straße;Antwerpener Straße;de:08111:35;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U1,N6;20001_,33006_;2;20,33;9,243257993;48,80843084
36;Beskidenstraße;Beskidenstraße;de:08111:36;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U1,N6;20001_,33006_;2;20,33;9,253790688;48,81017057
37;Höhenstraße;Fellbach Höhenstraße;de:08119:37;8119020;Fellbach;Fellbach;WN;20,32;"Nachtbus;Stadtbahn";U1,N6;20001_,33006_;2;20,33;9,261518171;48,81168196
38;Esslinger Straße;Fellbach Esslinger Straße;de:08119:38;8119020;Fellbach;Fellbach;WN;20,32;"Bus;Stadtbahn";U1,211,212;20001_,31211_,31212_;3;20,31;9,269348958;48,81205955
39;Schwabenlandhalle;Fellbach Schwabenlandhalle;de:08119:39;8119020;Fellbach;Fellbach;WN;20,32;"Bus;Stadtbahn";U1,207,211,212;20001_,31207_,31211_,31212_;4;20,31;9,270529687;48,80882853
43;Heslach Vogelrain;Heslach Vogelrain;de:08111:43;8111000;Stuttgart;Stuttgart;S;10,2;"Bus;Nachtbus;Stadtbahn";U1,U9,92,N1;20001_,20009_,30092_,33001_;4;20,30,33;9,138221637;48,75354492
55;Berliner Platz (Hohe Straße);Berliner Platz (Hohe Straße);de:08111:55;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Bus;Nachtbus";U2,U4,U14,U34,43,N2;20002_,20004_,20014_,20034_,30043_,33002_;6;20,30,33;9,168288719;48,77746052
76;Karl-Olga-Krankenhaus;Karl-Olga-Krankenhaus;de:08111:76;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Nachtbus";U4,U9,N6;20004_,20009_,33006_;3;20,33;9,201752146;48,78919562
77;Bergfriedhof;Bergfriedhof;de:08111:77;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Nachtbus";U4,U9,N6;20004_,20009_,33006_;3;20,33;9,206133666;48,78904396
78;Ostheim Leo-Vetter-Bad;Ostheim Leo-Vetter-Bad;de:08111:78;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Bus";U4,U9,45;20004_,20009_,30045_;3;20,3;9,211016042;48,78502451
79;Gaisburg;Gaisburg;de:08111:79;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U4,U9;20004_,20009_;2;20;9,215773707;48,78382869
80;Wangener-/Landhausstraße;Wangener-/Landhausstraße;de:08111:80;8111000;Stuttgart;Stuttgart;S;10,2;"Stadtbahn;Nachtbus";U4,U9,N6,N7;20004_,20009_,33006_,33007_;4;20,33;9,222680054;48,78239472
81;Brendle (Großmarkt);Brendle (Großmarkt);de:08111:81;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn";U4,U9,N6,N7;20004_,20009_,33006_,33007_;4;20,33;9,226744785;48,78154149
82;Im Degen;Im Degen;de:08111:82;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn";U4,U9,N6,N7;20004_,20009_,33006_,33007_;4;20,33;9,23330098;48,77809329
83;Inselstraße;Inselstraße;de:08111:83;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U4,U9,N7;20004_,20009_,33007_;3;20,33;9,237453238;48,77571979
84;Wasenstraße;Wasenstraße;de:08111:84;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U4,U9,U13;20004_,20009_,20013_;3;20;9,243740749;48,77608431
86;Großglocknerstraße;Großglocknerstraße;de:08111:86;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Bus";60,61,N6,N7;30060_,30061_,33006_,33007_;4;30,33;9,252704902;48,77840298
87;Neckarhalde;Neckarhalde;de:08111:87;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Bus";61,N7;30061_,33007_;2;30,33;9,259977093;48,77439415
89;Ebniseestraße;Ebniseestraße;de:08111:89;8111000;Stuttgart;Stuttgart;S;20,31;"Bus;Nachtbus";61,N7;30061_,33007_;2;30,33;9,264527267;48,76779235
90;Bergstaffelstraße;Bergstaffelstraße;de:08111:90;8111000;Stuttgart;Stuttgart;S;20,31;"Nachtbus;Bus";61,N7;30061_,33007_;2;30,33;9,265849486;48,76573004
94;Wollinstraße;Wollinstraße;de:08111:94;8111000;Stuttgart;Stuttgart;S;20,34,36;"Bus;Nachtbus";E,52,99,612,N4;30015a,30052_,30099_,31612_,31612q,33004_;6;30,31,33;9,147144136;48,83739643
95;Neuwirtshauskreuzung;Neuwirtshauskreuzung;de:08111:95;8111000;Stuttgart;Stuttgart;S;20,34,36;"Bus;Nachtbus";E,52,99,N4;30015a,30052_,30099_,33004_;4;30,33;9,141990022;48,8404603
96;Niebuhrweg;Niebuhrweg;de:08111:96;8111000;Stuttgart;Stuttgart;S;20,34;"Bus;Nachtbus";E,52,99,N4;30015a,30052_,30099_,33004_;4;30,33;9,147511832;48,84198202
97;Marco-Polo-Weg;Marco-Polo-Weg;de:08111:97;8111000;Stuttgart;Stuttgart;S;20,34;"Bus;Nachtbus";E,52,99,N4;30015a,30052_,30099_,33004_;4;30,33;9,153305873;48,84331428
100;Stammheim;Stammheim;de:08111:100;8111000;Stuttgart;Stuttgart;S;20,34;"Bus;Stadtbahn";U15,412,508;20015_,31412_,31508_,31508q;4;20,31;9,156120091;48,8501536
102;Korntaler Straße;Korntaler Straße;de:08111:102;8111000;Stuttgart;Stuttgart;S;20,34;"Stadtbahn;Nachtbus;Bus";U15,52,99,508,N4;20015_,30052_,30099_,31508_,31508q,33004_;6;20,30,31,33;9,157063126;48,84672627
103;Heutingsheimer Straße;Heutingsheimer Straße;de:08111:103;8111000;Stuttgart;Stuttgart;S;20,34;"Stadtbahn;Nachtbus;Bus";U15,E,N4;20015_,30015a,33004_;3;20,30,33;9,159352235;48,84249675
104;Wimpfener Straße;Wimpfener Straße;de:08111:104;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn";U15,N4;20015_,33004_;2;20,33;9,161041516;48,83825004
105;Kornwestheimer Straße;Kornwestheimer Straße;de:08111:105;8111000;Stuttgart;Stuttgart;S;20,34;Bus;412;31412_;1;31;9,166832501;48,85094785
106;Zahn-Nopper-Straße;Zahn-Nopper-Straße;de:08111:106;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";99,508,N4;30099_,31508_,31508q,33004_;4;30,31,33;9,164714534;48,83257969
107;Kirchtalstraße;Kirchtalstraße;de:08111:107;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus;Bus";U15,401,N4;20015_,31401_,33004_;3;20,31,33;9,170529613;48,83227446
108;Zuffenhausen Rathaus;Zuffenhausen Rathaus;de:08111:108;8111000;Stuttgart;Stuttgart;S;20;"Bus;Stadtbahn;Nachtbus;Ruftaxi";U15,401,N4,RT4;20015_,31401_,33004_,51004_;4;20,31,33,51;9,174691691;48,83058665
109;Zuffenhausen Friedhof;Zuffenhausen Friedhof;de:08111:109;8111000;Stuttgart;Stuttgart;S;20;Bus;401;31401_;1;31;9,181466632;48,83589958
110;Friedrichswahl;Friedrichswahl;de:08111:110;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U7,U15,N4;20007_,20015_,33004_;3;20,33;9,17275861;48,82298209
111;Borsigstraße;Borsigstraße;de:08111:111;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn";U7,U15,N4;20007_,20015_,33004_;3;20,33;9,175483302;48,81939003
112;Sieglestraße;Sieglestraße;de:08111:112;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U7,U15,N4;20007_,20015_,33004_;3;20,33;9,177567801;48,81584386
114;Sonatenweg;Sonatenweg;de:08111:114;8111000;Stuttgart;Stuttgart;S;20,34;Bus;412;31412_;1;31;9,164757293;48,84970991
115;Eckartshaldenweg;Eckartshaldenweg;de:08111:115;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U5,U6,U7,U15,U17;20005_,20006_,20007_,20015_,20017_;5;20;9,182513132;48,79786044
123;Stafflenbergstraße;Stafflenbergstraße;de:08111:123;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Nachtbus";U7,U15,N7;20007_,20015_,33007_;3;20,33;9,191928011;48,77540017
124;Bubenbad;Bubenbad;de:08111:124;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Nachtbus";U7,U15,N7;20007_,20015_,33007_;3;20,33;9,194750418;48,77346206
125;Payerstraße;Payerstraße;de:08111:125;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Nachtbus";U7,U15,N7,N9;20007_,20015_,33007_,33009_;4;20,33;9,195483239;48,76949517
126;Geroksruhe;Geroksruhe;de:08111:126;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus;Stadtbahn";U7,U15,64,N7,N9;20007_,20015_,30064_,33007_,33009_;5;20,30,33;9,201142916;48,76622117
129;Silberwald;Silberwald;de:08111:129;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U7,U8,U15,N7;20007_,20008_,20015_,33007_;4;20,33;9,207746294;48,74792785
130;Waldau;Waldau;de:08111:130;8111000;Stuttgart;Stuttgart;S;10,2;Stadtbahn;U5,U6,U7,U8,U12;20005_,20006_,20007_,20008_,20012_;5;20;9,189049111;48,7515571
136;Heumaden;Heumaden;de:08111:136;8111000;Stuttgart;Stuttgart;S;20,3;"Stadtbahn;Bus;Nachtbus";U7,U8,U15,131,N22;20007_,20008_,20015_,31131_,34022_;5;20,31,34;9,233903921;48,73810282
137;Isegrimweg;Isegrimweg;de:08111:137;8111000;Stuttgart;Stuttgart;S;20,3;"Nachtbus;Bus";65,N7;30065_,33007_;2;30,33;9,230285441;48,74357753
141;Siedlung;Gerlingen Siedlung;de:08118:141;8118019;Gerlingen;Gerlingen;LB;36;Stadtbahn;U6;20006_;1;20;9,0728232;48,80127369
142;Rossbaum;Gerlingen Rossbaum;de:08118:142;8118019;Gerlingen;Gerlingen;LB;36;Nachtbus;N3;33003_;1;33;9,076676942;48,80220638
143;Breitwiesen;Gerlingen Breitwiesen;de:08118:143;8118019;Gerlingen;Gerlingen;LB;36;"Stadtbahn;Bus;Nachtbus";U6,635,N3;20006_,31635_,33003_;3;20,31,33;9,082571615;48,80244507
144;Giebel;Giebel;de:08111:144;8111000;Stuttgart;Stuttgart;S;20,36;"Stadtbahn;Bus;Nachtbus";U6,U13,90,N3;20006_,20013_,30090_,33003_;4;20,30,33;9,087908126;48,80262993
145;Salamanderweg;Salamanderweg;de:08111:145;8111000;Stuttgart;Stuttgart;S;20,36;"Stadtbahn;Nachtbus";U6,U13,N3;20006_,20013_,33003_;3;20,33;9,09324434;48,8026347
146;Bergheimer Hof;Bergheimer Hof;de:08111:146;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U6,U13,N3;20006_,20013_,33003_;3;20,33;9,101183864;48,80425558
147;Wolfbusch;Wolfbusch;de:08111:147;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U6,U13,N3;20006_,20013_,33003_;3;20,33;9,105342816;48,80754302
148;Rastatter Straße;Rastatter Straße;de:08111:148;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U6,U13,N3;20006_,20013_,33003_;3;20,33;9,107989616;48,81016632
149;Goethestraße;Gerlingen Goethestraße;de:08118:149;8118019;Gerlingen;Gerlingen;LB;36;"Bus;Nachtbus";635,N3;31635_,33003_;2;31,33;9,067459506;48,80097124
150;Mathildenstraße;Mathildenstraße;de:08111:150;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;33003_;1;33;9,117243321;48,81411385
151;Landauer Straße;Landauer Straße;de:08111:151;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U6,U13,N3;20006_,20013_,33003_;3;20,33;9,123970862;48,81463732
152;Feuerbach Pfostenwäldle;Feuerbach Pfostenwäldle;de:08111:152;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U6,U13;20006_,20013_;2;20;9,135524182;48,81216936
153;Sportpark Feuerbach;Sportpark Feuerbach;de:08111:153;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U6,U13,N3;20006_,20013_,33003_;3;20,33;9,14240675;48,80977806
154;Föhrich;Föhrich;de:08111:154;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn;Bus";U6,U13,91,N3;20006_,20013_,30091_,33003_;4;20,30,33;9,14993665;48,81010119
156;Leobener Straße;Leobener Straße;de:08111:156;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;33003_;1;33;9,163061751;48,81023617
158;Maybachstraße;Maybachstraße;de:08111:158;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn";U6,U13,N3;20006_,20013_,33003_;3;20,33;9,177264618;48,81097049
159;Dobelstraße;Dobelstraße;de:08111:159;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U5,U6,U7,U12,U17;20005_,20006_,20007_,20012_,20017_;5;20;9,186029745;48,76980762
161;Neue Weinsteige 61;Neue Weinsteige 61;de:08111:161;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N8,N9,N10;33008_,33009_,33010_;3;33;9,180838458;48,76375503
162;Altenbergstaffel;Altenbergstaffel;de:08111:162;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N8,N9,N10;33008_,33009_,33010_;3;33;9,181721003;48,75955419
163;Weinsteige;Weinsteige;de:08111:163;8111000;Stuttgart;Stuttgart;S;10,2;"Stadtbahn;Nachtbus";U5,U6,U8,U12,U17,N8,N9,N10;20005_,20006_,20008_,20012_,20017_,33008_,33009_,33010_;8;20,33;9,174740862;48,754853
164;Karl-Pfaff-Straße;Karl-Pfaff-Straße;de:08111:164;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N8,N9,N10;33008_,33009_,33010_;3;33;9,172188698;48,75223107
165;Haigst;Haigst;de:08111:165;8111000;Stuttgart;Stuttgart;S;10,2;"Zahnradbahn;Linientaxi";10,LT10;21010_,52010_;2;21,52;9,17225281;48,75506358
170;Vaihinger Straße;Vaihinger Straße;de:08111:170;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U3,U5,U6,U8,U12,N10;20003_,20005_,20006_,20008_,20012_,33010_;6;20,33;9,139183518;48,72769951
174;Unteraichen;Leinf. Unteraichen;de:08116:174;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;"Bus;Stadtbahn";U5,38;20005_,30038_;2;20,3;9,143328865;48,70374747
175;Leinfelden;Leinfelden;de:08116:175;8116078;Leinfeld.-Echterd.;Leinfelden;ES;38;"Bus;S-Bahn;Stadtbahn";S2,S3,S6,U5,35,38,E,82,86,826,826A;10002_,10003_,10006_,20005_,30035_,30038_,30038a,30082_,30086_,31826_,31826a;11;10,20,30,31;9,142859698;48,69641917
183;Rohrer Weg;Rohrer Weg;de:08111:183;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U5,U6;20005_,20006_;2;20;9,136681383;48,72229806
190;Raiffeisenstraße;Grötzingen Raiffeisenstraße;de:08116:190;8116081;Aichtal;Grötzingen;ES;49,59;"Ruftaxi;Bus;Nachtbus";167,167A,190,809,N92,RT167;31167_,31167a,31190_,31809_,34092_,50167_;6;31,34,50;9,256698129;48,62776981
211;Millöckerstraße;Millöckerstraße;de:08111:211;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus;Bürgerbus";U2,U14,U29,N2,BB4;20002_,20014_,20029_,33002_,410B4_;5;20,33,41;9,132170083;48,77943215
212;Beethovenstraße;Beethovenstraße;de:08111:212;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Bus;Bürgerbus;Nachtbus";U2,U14,U29,91,N2,BB4;20002_,20014_,20029_,30091_,33002_,410B4_;6;20,30,33,41;9,133211733;48,77715587
215;Wielandstraße;Wielandstraße;de:08111:215;8111000;Stuttgart;Stuttgart;S;10,2;"Bus;Nachtbus";40,50,N2;30040_,30050_,33002_;3;30,33;9,139055683;48,77478395
216;Herderplatz;Herderplatz;de:08111:216;8111000;Stuttgart;Stuttgart;S;10,2;"Stadtbahn;Bus;Nachtbus";U2,U14,U29,40,50,N2;20002_,20014_,20029_,30040_,30050_,33002_;6;20,30,33;9,141497664;48,77231705
217;Vogelsang;Vogelsang;de:08111:217;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Bus;Nachtbus";U2,U14,U29,U34,40,N2;20002_,20014_,20029_,20034_,30040_,33002_;6;20,30,33;9,145939726;48,77471245
218;Arndt-/Spittastraße;Arndt-/Spittastraße;de:08111:218;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Nachtbus";U2,U14,U29,U34,N2;20002_,20014_,20029_,20034_,33002_;5;20,33;9,151409628;48,77491219
222;Raitelsberg;Raitelsberg;de:08111:222;8111000;Stuttgart;Stuttgart;S;10;"Stadtbahn;Nachtbus";U9,N6;20009_,33006_;2;20,33;9,212121283;48,78895214
225;Wangen Marktplatz;Wangen Marktplatz;de:08111:225;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U9,U13;20009_,20013_;2;20;9,245405595;48,77153062
226;Hedelfinger Straße;Hedelfinger Straße;de:08111:226;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U9,U13;20009_,20013_;2;20;9,249204563;48,76672051
227;Hedelfingen;Hedelfingen;de:08111:227;8111000;Stuttgart;Stuttgart;S;20,31;"Nachtbus;Stadtbahn;Bus";U9,U13,62,65,103,N7;20009_,20013_,30062_,30065_,31103_,33007_;6;20,30,31,33;9,25451576;48,75984768
229;Börsenplatz;Börsenplatz;de:08111:229;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U14,U29;20014_,20029_;2;20;9,176298401;48,78012823
254;Wilhelma;Wilhelma;de:08111:254;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U14;20014_;1;20;9,208291569;48,80400334
262;Rosensteinpark;Rosensteinpark;de:08111:262;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U13;20013_;1;20;9,193043034;48,80706937
263;Glockenstraße;Glockenstraße;de:08111:263;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U13;20013_;1;20;9,20423782;48,80807515
264;Kienbachstraße;Kienbachstraße;de:08111:264;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U13;20013_;1;20;9,234449209;48,79962765
265;Blick;Blick;de:08111:265;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U13;20013_;1;20;9,242108833;48,79317326
267;Eszet;Eszet;de:08111:267;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U13;20013_;1;20;9,246681466;48,78755231
268;Schlotterbeckstraße;Schlotterbeckstraße;de:08111:268;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U13;20013_;1;20;9,248950449;48,78406737
271;Auwiesen;Auwiesen;de:08111:271;8111000;Stuttgart;Stuttgart;S;20,34;"Bus;Stadtbahn;Nachtbus";U12,U14,54,N5;20012_,20014_,30054_,33005_;4;20,30,33;9,224881571;48,83944674
272;Hofen;Hofen;de:08111:272;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus;Bus";U12,U14,54,N5;20012_,20014_,30054_,33005_;4;20,30,33;9,222102423;48,8363498
274;Wagrainäcker;Wagrainäcker;de:08111:274;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U12,U14;20012_,20014_;2;20;9,212143801;48,82967835
275;Elbestraße;Elbestraße;de:08111:275;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U14;20014_;1;20;9,212888987;48,8255495
276;Freibergstraße;Freibergstraße;de:08111:276;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U14,N4;20014_,33004_;2;20,33;9,221967278;48,8242914
277;Münster Rathaus;Münster Rathaus;de:08111:277;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U14,N4;20014_,33004_;2;20,33;9,226637457;48,82105405
278;Münster Viadukt;Münster Viadukt;de:08111:278;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U14;20014_;1;20;9,222232763;48,81659347
279;Weserstraße;Weserstraße;de:08111:279;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";56,N4;30056_,33004_;2;30,33;9,215272546;48,82243373
280;Kraftwerk Münster;Kraftwerk Münster;de:08111:280;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U14;20014_;1;20;9,217441691;48,81390493
281;Mühlsteg;Mühlsteg;de:08111:281;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn";U14,N4;20014_,33004_;2;20,33;9,215639818;48,80967294
288;Suttnerstraße;Suttnerstraße;de:08111:288;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U7,N5;20007_,33005_;2;20,33;9,206522433;48,84049731
289;Himmelsleiter;Himmelsleiter;de:08111:289;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U7,N5;20007_,33005_;2;20,33;9,201551054;48,83736783
296;Mittnachtstraße;Mittnachtstraße;de:08111:296;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U12;20012_;1;20;9,190149912;48,79805488
297;Milchhof;Milchhof;de:08111:297;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U12;20012_;1;20;9,18986039;48,79348725
299;Budapester Platz;Budapester Platz;de:08111:299;8111000;Stuttgart;Stuttgart;S;10;Stadtbahn;U12;20012_;1;20;9,185684411;48,79045466
303;Friedhofstraße;Friedhofstraße;de:08111:303;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N3,N4;33003_,33004_;2;33;9,182131547;48,79398535
306;Tal-/Ostendstraße;Tal-/Ostendstraße;de:08111:306;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N5,N7;33005_,33007_;2;33;9,207869798;48,78106461
309;Karlstraße;Musberg Karlstraße;de:08116:309;8116078;Leinfeld.-Echterd.;Musberg;ES;38;Nachtbus;N76;34076_;1;34;9,11977547;48,69439531
310;Friedhof;Musberg Friedhof;de:08116:310;8116078;Leinfeld.-Echterd.;Musberg;ES;38;Nachtbus;N76;34076_;1;34;9,125624869;48,69234775
316;Filderbahnstraße;Filderbahnstraße;de:08111:316;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N10;33010_;1;33;9,146728792;48,7281847
318;Elsterstaffel;Elsterstaffel;de:08111:318;8111000;Stuttgart;Stuttgart;S;10;Nachtbus;N1;33001_;1;33;9,149345878;48,75806316
319;Losäcker;Losäcker;de:08111:319;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N3;33003_;1;33;9,091022315;48,8158552
320;Laichlestraße;Gerlingen Laichlestr.;de:08118:320;8118019;Gerlingen;Gerlingen;LB;36;"Nachtbus;Bus";635,N3;31635_,33003_;2;31,33;9,082295796;48,80854206
321;Gnesener Straße;Gnesener Straße;de:08111:321;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U2,U19,N5;20002_,20069_,33005_;3;20,33;9,22895426;48,81249777
322;Kursaal;Kursaal;de:08111:322;8111000;Stuttgart;Stuttgart;S;20;"Stadtbahn;Nachtbus";U2,U19,N5;20002_,20069_,33005_;3;20,33;9,222472258;48,80919232
323;Daimlerplatz;Daimlerplatz;de:08111:323;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U2,U19;20002_,20069_;2;20;9,218997188;48,80530532
341;Nägelestraße;Nägelestraße;de:08111:341;8111000;Stuttgart;Stuttgart;S;20;Zahnradbahn;10;21010_;1;21;9,173397463;48,75177963
342;Wielandshöhe;Wielandshöhe;de:08111:342;8111000;Stuttgart;Stuttgart;S;10;"Linientaxi;Zahnradbahn";10,LT10;21010_,52010_;2;21,52;9,170234055;48,7573147
343;Pfaffenweg;Pfaffenweg;de:08111:343;8111000;Stuttgart;Stuttgart;S;10;"Linientaxi;Zahnradbahn";10,LT10;21010_,52010_;2;21,52;9,167332579;48,76002567
344;Liststraße;Liststraße;de:08111:344;8111000;Stuttgart;Stuttgart;S;10;"Zahnradbahn;Linientaxi";10,LT10;21010_,52010_;2;21,52;9,169000462;48,76255909
350;SSB-Zentrum;SSB-Zentrum;de:08111:350;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U3,U8,U12;20003_,20008_,20012_;3;20;9,129720936;48,72685632
353;Plieninger Straße;Plieninger Straße;de:08111:353;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Stadtbahn";U3,N9;20003_,33009_;2;20,33;9,156666357;48,72425086
