Nummer;Bereich;Steig;Steigname;Name mit Ort;Globale ID;GKZ;Ort;Teilort;Landkreis;Tarifzonen;Verkehrsmittel;Linien;Linien (EFA);Linien (DIVA);Anzahl Linien;Betriebszweige;X-Koordinate;Y-Koordinate
2417;0;3;Bus-Li91>FH;Umgelterweg;de:08111:2417:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,122422722;48,77177247
2417;0;4;Bus-Li91>FC;Umgelterweg;de:08111:2417:0:4;8111000;Stuttgart;Stuttgart;S;20;"B¸rgerbus;Bus";91,BB2;91,BB2;30091_,410B2_;2;30,41;9,123512403;48,77231084
2418;0;3;Bus-Li91>FH;Aspenwaldstraﬂe;de:08111:2418:0:3;8111000;Stuttgart;Stuttgart;S;20;"B¸rgerbus;Bus";91,BB2;91,BB2;30091_,410B2_;2;30,41;9,125719451;48,77354939
2418;0;4;Bus-Li91>FC;Aspenwaldstraﬂe;de:08111:2418:0:4;8111000;Stuttgart;Stuttgart;S;20;"B¸rgerbus;Bus";91,BB2;91,BB2;30091_,410B2_;2;30,41;9,126223465;48,77380063
2419;0;3;Bus-Li91>FH;H‰ndelstraﬂe;de:08111:2419:0:3;8111000;Stuttgart;Stuttgart;S;20;"B¸rgerbus;Bus";91,BB3;91,BB3;30091_,410B3_;2;30,41;9,129016279;48,78055978
2419;0;4;Bus-Li91>FC;H‰ndelstraﬂe;de:08111:2419:0:4;8111000;Stuttgart;Stuttgart;S;20;"B¸rgerbus;Bus";91,BB3;91,BB3;30091_,410B3_;2;30,41;9,129069965;48,78027197
2420;0;3;Bus-Li91>FH;Laihle;de:08111:2420:0:3;8111000;Stuttgart;Stuttgart;S;20;"B¸rgerbus;Bus";91,BB3;91,BB3;30091_,410B3_;2;30,41;9,130557404;48,78192488
2420;0;4;Bus-Li91>FC;Laihle;de:08111:2420:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,131225425;48,7824097
2421;0;3;Bus-Li91>FH;Botnang Freibad;de:08111:2421:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,133182448;48,78661587
2421;0;4;Bus-Li91>FC;Botnang Freibad;de:08111:2421:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,133182448;48,78661587
2422;0;3;Bus-Li91>FH;Feuerbach Friedhof;de:08111:2422:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,154009198;48,80180487
2422;0;4;Bus-Li91>FC;Feuerbach Friedhof;de:08111:2422:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,154009198;48,80180487
2423;0;3;Bus-Li91>FH;Heimberg;de:08111:2423:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,151931429;48,79894808
2423;0;4;Bus-Li91>FC;Heimberg;de:08111:2423:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,151931429;48,79894808
2424;0;3;Bus-Li91>FH;Wildensteinstraﬂe;de:08111:2424:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,155365534;48,80460865
2424;0;4;Bus-Li91>FC;Wildensteinstraﬂe;de:08111:2424:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,155365534;48,80460865
2425;1;3;Bus-Li91>FH;Forsthaus Parkplatz;de:08111:2425:1:3;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,11520282;48,76761647
2427;0;3;Bus-Li91>FH;M‰hderklinge;de:08111:2427:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,146813226;48,79424275
2427;0;4;Bus-Li91>FC;M‰hderklinge;de:08111:2427:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,147535401;48,79452058
2428;1;4;Bus - Li.57;Alter Gutshof;de:08111:2428:1:4;8111000;Stuttgart;Stuttgart;S;20;Bus;57;57;30057_;1;30;9,190593879;48,81816998
2429;0;3;Bus-Li91>FH;Paul-Lincke-Straﬂe;de:08111:2429:0:3;8111000;Stuttgart;Stuttgart;S;20;"B¸rgerbus;Bus";91,BB3;91,BB3;30091_,410B3_;2;30,41;9,131747513;48,78431549
2429;0;4;Bus-Li91>FC;Paul-Lincke-Straﬂe;de:08111:2429:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,13182916;48,78431539
2430;1;4;Bus - Li.66 > KUHW;Kirchheimer Straﬂe;de:08111:2430:1:4;8111000;Stuttgart;Stuttgart;S;20;Bus;66;66;30066_;1;30;9,214243928;48,74422003
2431;0;4;Bus - Li.66 > KUHW;Im Lauch;de:08111:2431:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;66;66;30066_;1;30;9,217477595;48,74680378
2432;0;4;Bus - Li.66 > KUHW;Buﬂbachstraﬂe;de:08111:2432:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;66;66;30066_;1;30;9,21998443;48,74791407
2433;0;3;Bus - Li.66 > GSGS;In der Werre;de:08111:2433:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;66;66;30066_;1;30;9,219612294;48,74988412
2434;0;3;Bus - Li.66 > GSGS;Baumgartenweg;de:08111:2434:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;66;66;30066_;1;30;9,218150824;48,74840315
2435;0;3;Bus - Li.66 > GSGS;Oberwiesenstraﬂe 55;de:08111:2435:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;66;66;30066_;1;30;9,215354523;48,74637614
2436;0;3;Bus - Li.66 > GSGS;Fridinger Straﬂe;de:08111:2436:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;66;66;30066_;1;30;9,218473937;48,75078553
2437;0;3;Bus - Li.66;K¸hwasen;de:08111:2437:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;66;66;30066_;1;30;9,215513826;48,75181626
2438;0;4;Bus - Li.66 > KUHW;Treiberstraﬂe;de:08111:2438:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;66;66;30066_;1;30;9,22093636;48,75102362
2439;0;4;Bus - Li.66 > KUHW;Erdbeerweg;de:08111:2439:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;66;66;30066_;1;30;9,217367326;48,75274798
2440;0;3;Bus - Li.73/75 > NHBR / WDRA;Im Chausseefeld;de:08111:2440:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;73;73;30073_;1;30;9,198720224;48,71429407
2440;0;4;Bus - Li.73/75 > DG;Im Chausseefeld;de:08111:2440:0:4;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Bus";E,73,N8;E,73,N8;30036a,30073_,33008_;3;30,33;9,198720224;48,71429407
2450;0;3;Bus-Li91>FH;Im Himmerreich;de:08111:2450:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,120050948;48,7698506
2450;0;4;Bus-Li91>FC;Im Himmerreich;de:08111:2450:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;91;91;30091_;1;30;9,120050948;48,7698506
2451;1;3;Bus-Li92>LGBF;Birkenkopf;de:08111:2451:1:3;8111000;Stuttgart;Stuttgart;S;10,2;Bus;92;92;30092_;1;30;9,136280814;48,76499457
2451;1;4;Bus-Li92>ZOB;Birkenkopf;de:08111:2451:1:4;8111000;Stuttgart;Stuttgart;S;10,2;Bus;92;92;30092_;1;30;9,136280814;48,76499457
2452;0;3;Bus - Li.50 > WTBF;Nikolauspflege;de:08111:2452:0:3;8111000;Stuttgart;Stuttgart;S;10;Bus;40,5;40,5;30040_,30050_;2;30;9,137937313;48,77873295
2452;0;4;Bus - Li.50 > KI;Nikolauspflege;de:08111:2452:0:4;8111000;Stuttgart;Stuttgart;S;10;Bus;40,5;40,5;30040_,30050_;2;30;9,138415072;48,7792899
2453;0;3;Bus - Li.50 > DOGG;Am Bismarckturm;de:08111:2453:0:3;8111000;Stuttgart;Stuttgart;S;10;Bus;43,5;43,5;30043_,30050_;2;30;9,154782173;48,79203815
2453;0;4;Bus - Li.50 > KI;Am Bismarckturm;de:08111:2453:0:4;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";43,50,N2;43,50,N2;30043_,30050_,33002_;3;30,33;9,154782173;48,79203815
2454;1;3;Linien 43/50 Rtg Am Bismarckturm;Feuerbacher Weg;de:08111:2454:1:3;8111000;Stuttgart;Stuttgart;S;10;Bus;43,5;43,5;30043_,30050_;2;30;9,163493848;48,79662117
2454;1;4;Linien 43/50 Rtg Killesberg;Feuerbacher Weg;de:08111:2454:1:4;8111000;Stuttgart;Stuttgart;S;10;"Bus;Nachtbus";43,50,N2;43,50,N2;30043_,30050_,33002_;3;30,33;9,164897979;48,79728459
2455;0;3;Bus > KI;Hˆhenfreibad;de:08111:2455:0:3;8111000;Stuttgart;Stuttgart;S;10,2;Bus;43,57;43,57;30043_,30057_;2;30;9,176979744;48,80740997
2455;0;4;Bus > PR;Hˆhenfreibad;de:08111:2455:0:4;8111000;Stuttgart;Stuttgart;S;10,2;Bus;43,57;43,57;30043_,30057_;2;30;9,176979744;48,80740997
2459;0;3;eRtg Pflugfelder Straﬂe;Asperger Straﬂe;de:08111:2459:0:3;8111000;Stuttgart;Stuttgart;S;20,34;Bus;412,508;412,508;31412_,31508_,31508q;3;31;9,155487319;48,85260935
2459;0;4;eRtg Stammheim;Asperger Straﬂe;de:08111:2459:0:4;8111000;Stuttgart;Stuttgart;S;20,34;Bus;412;412;31412_;1;31;9,155487319;48,85260935
2460;0;1;Bus - Abf. Li. 52/90;Borkumstraﬂe (Neuw.-siedl.);de:08111:2460:0:1;8111000;Stuttgart;Stuttgart;S;20,34,36;Bus;52,612;52,612;30052_,31612_,31612q;3;30,31;9,143989684;48,83471174
2460;0;2;Bus - Ank. Li. 90;Borkumstraﬂe (Neuw.-siedl.);de:08111:2460:0:2;8111000;Stuttgart;Stuttgart;S;20,34,36;Bus;612;612;31612_,31612q;2;31;9,143989684;48,83471174
2461;0;4;Bus - Li.52 > BKUM;Nordsee-/Schwieberd. Straﬂe;de:08111:2461:0:4;8111000;Stuttgart;Stuttgart;S;20,34,36;Bus;52;52;30052_;1;30;9,147455988;48,83690146
2463;1;3;Bus - Li.52 /99> WP/ZUBF;Marconistraﬂe;de:08111:2463:1:3;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";52,99,N4;52,99,N4;30052_,30099_,33004_;3;30,33;9,155917302;48,83317647
2463;1;4;Bus - Li.52 /99> BKUM/KORN;Marconistraﬂe;de:08111:2463:1:4;8111000;Stuttgart;Stuttgart;S;20;Bus;52,99,502,503;52,99,502,503;30052_,30099_,31502_,31503_;4;30,31;9,155917302;48,83317647
2464;0;3;Bus - Li.99>KORN;Marconibr¸cke;de:08111:2464:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;99;99;30099_;1;30;9,158722684;48,83300177
2464;0;4;Bus - Li.99>ZUBF;Marconibr¸cke;de:08111:2464:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;99;99;30099_;1;30;9,158722684;48,83300177
2465;0;3;Bus - Li.99>KORN;Schlotwiese;de:08111:2465:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;99;99;30099_;1;30;9,153059021;48,82942154
2465;0;4;Bus - Li.99>ZUBF;Schlotwiese;de:08111:2465:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;99;99;30099_;1;30;9,153059021;48,82942154
2467;0;4;Bus - Li.52 > BKUM;Frankenstraﬂe;de:08111:2467:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,172822576;48,82573364
2469;0;3;Bus - Li 52/57 > Bk / Ps;Yitzhak-Rabin-Straﬂe;de:08111:2469:0:3;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";52,57,N5;52,57,N5;30052_,30057_,33005_;3;30,33;9,188434734;48,81613229
2469;0;4;Bus - Li 52/57 > AG / Ca;Yitzhak-Rabin-Straﬂe;de:08111:2469:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;52,57;52,57;30052_,30057_;2;30;9,188434734;48,81613229
2470;0;3;Bus - Li 52 / 57 > Bk / Ps;Burgholzhof;de:08111:2470:0:3;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";52,57,N5;52,57,N5;30052_,30057_,33005_;3;30,33;9,191285492;48,81742247
2470;0;4;Bus - Li 52 > Ca;Burgholzhof;de:08111:2470:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,191285492;48,81742247
2471;0;3;Bus - Li.52 > WP;Schnarrenberg;de:08111:2471:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,197344417;48,82420142
2471;0;4;Bus - Li.52 > BKUM;Schnarrenberg;de:08111:2471:0:4;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Bus";52,N4;52,N4;30052_,33004_;2;30,33;9,197344417;48,82420142
2472;0;3;Bus - Li.52 > WP;Im Raiser;de:08111:2472:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,191297149;48,82761073
2472;0;4;Bus - Li.52 > BKUM;Im Raiser;de:08111:2472:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,191297149;48,82761073
2472;0;5;NBus;Im Raiser;de:08111:2472:0:5;8111000;Stuttgart;Stuttgart;S;20;Nachtbus;N4,N5;N4,N5;33004_,33005_;2;33;9,19173311;48,82764598
2473;1;1;Rtg Riethm¸llerhaus;Hallschlag;de:08111:2473:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U12;U12;20012_;1;20;9,204361176;48,8182992
2473;1;2;Rtg Bottroper Str.;Hallschlag;de:08111:2473:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U12;U12;20012_;1;20;9,204469928;48,81825404
2473;2;3;Linie 52 Rtg Am Rˆmerkastell;Hallschlag;de:08111:2473:2:3;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,203908818;48,81756263
2473;2;4;Linie 52 Rtg Schnarrenberg;Hallschlag;de:08111:2473:2:4;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Bus";52,N4;52,N4;30052_,33004_;2;30,33;9,203908818;48,81756263
2474;0;3;Bus 52 > Ca;Rilke-Realschule;de:08111:2474:0:3;8111000;Stuttgart;Stuttgart;S;20;"Nachtbus;Bus";52,N5;52,N5;30052_,33005_;2;30,33;9,196780715;48,82977761
2474;0;4;Bus - Li 52 > Bk;Rilke-Realschule;de:08111:2474:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,196780715;48,82977761
2475;0;4;Bus - Li.57;Robert-Bosch-Krankenhaus;de:08111:2475:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;57;57;30057_;1;30;9,18656511;48,8150113
2476;0;4;Bus - Li. 50 > GUTS;Albert-Luthuli-Platz;de:08111:2476:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;57;57;30057_;1;30;9,187725909;48,81592663
2477;0;3;Bus Li 52 > Ca;Hebsacker Straﬂe;de:08111:2477:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,183357157;48,82022301
2477;0;4;Bus - Li 52 > Bk;Hebsacker Straﬂe;de:08111:2477:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,183357157;48,82022301
2478;0;3;Rtg Burgholzhof;Zuffenh‰user Heide;de:08111:2478:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,185601545;48,82322284
2478;0;4;Rtg Im Raiser;Zuffenh‰user Heide;de:08111:2478:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;52;52;30052_;1;30;9,185601545;48,82322284
2480;0;3;Rtg M¸hlhausen Schloss;Aalstraﬂe;de:08111:2480:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;54;54;30054_;1;30;9,221059549;48,84388734
2480;0;4;Rtg Steinbuttstr.;Aalstraﬂe;de:08111:2480:0:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";54,N5;54,N5;30054_,33005_;2;30,33;9,221472796;48,84491167
2481;0;3;Rtg Steinbuttstr.;Forellenweg;de:08111:2481:0:3;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";54,N5;54,N5;30054_,33005_;2;30,33;9,215130781;48,84334107
2481;0;4;Rtg Freiberg;Forellenweg;de:08111:2481:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;54;54;30054_;1;30;9,215130781;48,84334107
2482;0;3;Rtg Aalstr.;Steinbuttstraﬂe;de:08111:2482:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;54;54;30054_;1;30;9,218083835;48,84258015
2482;0;4;Rtg Forellenweg;Steinbuttstraﬂe;de:08111:2482:0:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";54,N5;54,N5;30054_,33005_;2;30,33;9,218083835;48,84258015
2483;0;3;Rtg Steinhaldenfeld;Marabustraﬂe;de:08111:2483:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;54;54;30054_;1;30;9,23279516;48,83038475
2483;0;4;Rtg Neugereut;Marabustraﬂe;de:08111:2483:0:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";54,N5;54,N5;30054_,33005_;2;30,33;9,233614214;48,83077875
2484;1;1;Stadtbahn Endhaltestelle;Neugereut;de:08111:2484:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U2,U19;U2,U19;20002_,20069_;2;20;9,236535615;48,83218457
2484;2;3;Rtg Marabustr.;Neugereut;de:08111:2484:2:3;8111000;Stuttgart;Stuttgart;S;20;Bus;54;54;30054_;1;30;9,236440482;48,83222972
2484;2;4;Rtg Schneider‰ckerstr.;Neugereut;de:08111:2484:2:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";54,N5;54,N5;30054_,33005_;2;30,33;9,23700063;48,83258826
2487;0;3;Rtg Sommerrain;Edelweiﬂweg;de:08111:2487:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;54,58;54,58;30054_,30058_;2;30;9,24146139;48,81418971
2487;0;4;Rtg Obere Ziegelei;Edelweiﬂweg;de:08111:2487:0:4;8111000;Stuttgart;Stuttgart;S;20;Bus;54,58;54,58;30054_,30058_;2;30;9,24146139;48,81418971
2488;0;3;Rtg Obere Ziegelei;Muckensturm;de:08111:2488:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;54;54;30054_;1;30;9,236552965;48,81854321
2488;0;4;Rtg Hauptfriedhof;Muckensturm;de:08111:2488:0:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";54,N5;54,N5;30054_,33005_;2;30,33;9,236552965;48,81854321
2490;1;1;Rtg Hauptfriedhof;Steinhaldenfeld;de:08111:2490:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U2,U19;U2,U19;20002_,20069_;2;20;9,23158732;48,82838191
2490;1;2;Rtg Neugereut;Steinhaldenfeld;de:08111:2490:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U2,U19;U2,U19;20002_,20069_;2;20;9,231723474;48,82837264
2490;2;3;Rtg Zuckerberg;Steinhaldenfeld;de:08111:2490:2:3;8111000;Stuttgart;Stuttgart;S;20;Bus;54;54;30054_;1;30;9,231923941;48,82754494
2490;2;4;Rtg Marabustr.;Steinhaldenfeld;de:08111:2490:2:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";54,N5;54,N5;30054_,33005_;2;30,33;9,231923941;48,82754494
2491;2;3;Rtg Hauptfriedhof;Zuckerberg;de:08111:2491:2:3;8111000;Stuttgart;Stuttgart;S;20;Bus;54;54;30054_;1;30;9,232079506;48,82584508
2491;2;4;Rtg Steinhaldenfeld;Zuckerberg;de:08111:2491:2:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";54,N5;54,N5;30054_,33005_;2;30,33;9,232079506;48,82584508
2492;1;1;Rtg Obere Ziegelei;Hauptfriedhof;de:08111:2492:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U2,U19;U2,U19;20002_,20069_;2;20;9,237113386;48,81899167
2492;1;2;Rtg Steinhaldenfeld;Hauptfriedhof;de:08111:2492:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U2,U19;U2,U19;20002_,20069_;2;20;9,237236025;48,8190094
2492;2;3;Rtg Muckensturm;Hauptfriedhof;de:08111:2492:2:3;8111000;Stuttgart;Stuttgart;S;20;Bus;54;54;30054_;1;30;9,234763062;48,8201565
2492;2;4;Rtg Zuckerberg;Hauptfriedhof;de:08111:2492:2:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";54,N5;54,N5;30054_,33005_;2;30,33;9,234763062;48,8201565
2493;1;1;Rtg Z¸richer Str.;Riethm¸llerhaus;de:08111:2493:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U12;U12;20012_;1;20;9,203784897;48,813876
2493;1;2;Rtg Hallschlag;Riethm¸llerhaus;de:08111:2493:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U12;U12;20012_;1;20;9,203907328;48,81384881
2494;1;1;Rtg Lˆwentor;Z¸richer Straﬂe;de:08111:2494:1:1;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U12;U12;20012_;1;20;9,199904333;48,81044775
2494;1;2;Rtg Riethm¸llerhaus;Z¸richer Straﬂe;de:08111:2494:1:2;8111000;Stuttgart;Stuttgart;S;20;Stadtbahn;U12;U12;20012_;1;20;9,199931419;48,81041173
2496;0;5;Ersatz Rtg Rems-Murr-Center;Fellbach Friedrich-List-Str.;de:08119:2496:0:5;8119020;Fellbach;Fellbach;WN;20,32;Bus;67;67;30067_;1;30;9,280524969;48,81897491
2496;0;6;Ersatz Rtg Maicklerstr;Fellbach Friedrich-List-Str.;de:08119:2496:0:6;8119020;Fellbach;Fellbach;WN;20,32;Bus;67;67;30067_;1;30;9,280524969;48,81897491
2497;0;4;Rtg Friedrich-List-Str;Fellbach Rems-Murr-Center;de:08119:2497:0:4;8119020;Fellbach;Fellbach;WN;20,32;Bus;67;67;30067_;1;30;9,283183246;48,81708001
2497;0;6;Ersatz Rtg Zeppelinschule ab 16.02.2016;Fellbach Rems-Murr-Center;de:08119:2497:0:6;8119020;Fellbach;Fellbach;WN;20,32;Bus;67;67;30067_;1;30;9,283194781;48,8167113
2497;0;7;Ersatz 207 Rtg Zeppelin bei McDonalds;Fellbach Rems-Murr-Center;de:08119:2497:0:7;8119020;Fellbach;Fellbach;WN;20,32;Bus;207;207;31207_;1;31;9,283435762;48,81598232
2498;0;3;Rtg Mozartstr./Cannstatter Platz;Fellbach Zeppelinschule;de:08119:2498:0:3;8119020;Fellbach;Fellbach;WN;20,32;Bus;67,207;67,207;30067_,31207_;2;30,31;9,281762211;48,81378332
2498;0;4;Rtg Waiblinger-/Schorndorfer Str.;Fellbach Zeppelinschule;de:08119:2498:0:4;8119020;Fellbach;Fellbach;WN;20,32;Bus;67,207;67,207;30067_,31207_;2;30,31;9,28210154;48,81359365
2498;0;5;Rtg Silcherweg;Fellbach Zeppelinschule;de:08119:2498:0:5;8119020;Fellbach;Fellbach;WN;20,32;Bus;207;207;31207_;1;31;9,282074309;48,81359371
2499;0;3;Bus > FEKE;Fellbach Kleinfeldfriedhof;de:08119:2499:0:3;8119020;Fellbach;Fellbach;WN;20,32;Bus;67;67;30067_;1;30;9,282431806;48,80937543
2500;0;3;Bus > FEKE;Fellbach Drosselweg;de:08119:2500:0:3;8119020;Fellbach;Fellbach;WN;20,32;Bus;67;67;30067_;1;30;9,283199115;48,80541692
2501;0;3;Bus - Li.60 > UB;Fellbach Pauluskirche;de:08119:2501:0:3;8119020;Fellbach;Fellbach;WN;20,32;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,273711523;48,81559223
2501;0;4;Bus - Li.60 > OFFI;Fellbach Pauluskirche;de:08119:2501:0:4;8119020;Fellbach;Fellbach;WN;20,32;Bus;60;60;30060_;1;30;9,273711523;48,81559223
2502;0;3;Rtg Rommelshauser Str./Gartenstr.;Fellbach Kappelbergstraﬂe;de:08119:2502:0:3;8119020;Fellbach;Fellbach;WN;20,32;Bus;60,212;60,212;30060_,31212_;2;30,31;9,279345434;48,80522851
2502;0;4;Rtg Lˆwenbrunnen/August-Br‰ndle-Str.;Fellbach Kappelbergstraﬂe;de:08119:2502:0:4;8119020;Fellbach;Fellbach;WN;20,32;"Bus;Nachtbus";60,67,212,N6;60,67,212,N6;30060_,30067_,31212_,33006_;4;30,31,33;9,279345434;48,80522851
2503;0;3;Bus - Li.60 > UB;Fellb. Untert¸rkheimer Straﬂe;de:08119:2503:0:3;8119020;Fellbach;Fellbach;WN;20,32;Bus;60;60;30060_;1;30;9,27469045;48,80289272
2503;0;4;Bus - Li.60 > OFFI;Fellb. Untert¸rkheimer Straﬂe;de:08119:2503:0:4;8119020;Fellbach;Fellbach;WN;20,32;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,27469045;48,80289272
2504;0;3;Rtg Eugenstraﬂe;Fellbach Alte Kelter;de:08119:2504:0:3;8119020;Fellbach;Fellbach;WN;20,32;Bus;60,207;60,207;30060_,31207_;2;30,31;9,271686363;48,80118232
2504;0;4;Rtg Untert¸rkheimer Straﬂe;Fellbach Alte Kelter;de:08119:2504:0:4;8119020;Fellbach;Fellbach;WN;20,32;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,272219727;48,80163966
2505;0;3;Bus - Li.60 > UB;Fellbach Steigstraﬂe;de:08119:2505:0:3;8119020;Fellbach;Fellbach;WN;20,32;Bus;60;60;30060_;1;30;9,263710695;48,79622811
2505;0;4;Bus - Li.60 > OFFI;Fellbach Steigstraﬂe;de:08119:2505:0:4;8119020;Fellbach;Fellbach;WN;20,32;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,264695042;48,79705315
2506;0;3;Rtg. Gehrenwald;Luginsland;de:08111:2506:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;60;60;30060_;1;30;9,260708241;48,7920625
2506;0;4;Rtg. Fellbach Steigstr.;Luginsland;de:08111:2506:0:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,260914257;48,79242173
2507;0;3;Bus - Li.60 > UB;Im Hag;de:08111:2507:0:3;8111000;Stuttgart;Stuttgart;S;20;Bus;60;60;30060_;1;30;9,254829749;48,78689608
2507;0;4;Bus - Li.60 > FL;Im Hag;de:08111:2507:0:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Nachtbus";60,N6;60,N6;30060_,33006_;2;30,33;9,255743021;48,7871908
2508;1;3;Bus - Li.60/61 > UB;Alte Krone;de:08111:2508:1:3;8111000;Stuttgart;Stuttgart;S;20;Bus;60,61;60,61;30060_,30061_;2;30;9,252777051;48,77922113
2509;1;4;Bus - Li.60/61 > FL/ROBG;Untert¸rkheim Kelterplatz;de:08111:2509:1:4;8111000;Stuttgart;Stuttgart;S;20;"Bus;Ruftaxi;Nachtbus";60,61,N6,RT6;60,61,N6,RT6;30060_,30061_,33006_,51006_;4;30,33,51;9,254950038;48,78110473
